annotation_id,event,tweet_id,tweet_text,original_human_label,gpt4o_label,gpt4o_confidence,sampling_group,confidence_band
AUDIT0120,hurricane_irma_2017,905422518999277568,"Continue to pray for #Houston, #India/Nepal/Bangladesh, Caribbeans for the flood victims. #Nothingisimpossible w God",sympathy_and_support,sympathy_and_support,0.95,agree,high
AUDIT0121,hurricane_harvey_2017,903623248423919616,Plugged In artist @DBradbery on #Harvey: My heart is so broken as I see more &amp; more getting destroyed in my city..,sympathy_and_support,sympathy_and_support,0.95,agree,high
AUDIT0122,hurricane_florence_2018,1042016311826690050,"North Carolina, the second largest hog producing state, has concentrated its pig farms in the southern coastal region, precisely where Hurricane #Florence made its most severe flooding impacts. #ag #farming Full story -&gt;",other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0123,california_wildfires_2018,1064654000937623552,BCFD welcomes back New Mexico Wildland Task Force from battling the wildfires in California. Welcome back and job well done!!! Thank you for your service!!!,sympathy_and_support,not_humanitarian,0.85,disagree,medium
AUDIT0124,hurricane_dorian_2019,1168199389673922562,A high end 5- hour tornado!!! This is one serious storm I hope people take heed of evacuation warnings!!,displaced_people_and_evacuations,caution_and_advice,0.9,disagree,high
AUDIT0125,hurricane_irma_2017,909433062680698880,Orlando Sentinel Subscription – Couponers United Irma Relief Offer via Couponers United | Free,other_relevant_information,not_humanitarian,0.9,disagree,high
AUDIT0126,cyclone_idai_2019,1115916365771177989,"I lost my house – and everything inside. I hope those who see this will think of how to help, because I am alone, and I don’t know what to do - Rabia Francisco, single mother of 5 who lost everything when #cycloneidai passed through Buzi in Mozambique.",sympathy_and_support,requests_or_urgent_needs,0.9,disagree,high
AUDIT0127,kaikoura_earthquake_2016,797802078324146176,@priyankachopra #earthquakeNZ Hit by 7.5 mag earthquake &amp;over 20 aftershocks ranging 5.0 &amp;over.Tsunami warning issued.God bless Newzealand,caution_and_advice,sympathy_and_support,0.85,disagree,medium
AUDIT0128,kerala_floods_2018,1030725011219329024,"Aluva need urgent help. Pregnant lady in delivery condition. 8075806064 Location neerkode,near Alangad, Aluva. Pls everyone try to find how to inform authorities nd make sure authorities note dis. #KeralaFloods #KeralaFloodRelief #KeralaSOS @Democratrodrigu @Forumkeralam1",requests_or_urgent_needs,requests_or_urgent_needs,0.95,agree,high
AUDIT0129,hurricane_harvey_2017,902754093688647682,"Its so easy to forget our brothers and sisters overseas, who suffer Floods so much more often. #HurricaneHarvey",not_humanitarian,sympathy_and_support,0.85,disagree,medium
AUDIT0130,cyclone_idai_2019,1113477487365849089,Cholera kills two in cyclone-hit Mozambique,injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0131,hurricane_dorian_2019,1167883326872375298,Super important ahead of Hurricane Dorian - shelters all across the eastern US need your help! Please head to your local shelter and share with your friends ὠA,sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0132,california_wildfires_2018,1064969810541346817,"Four inches of rain could hit Paradise this week, which will help firefighters battling the Camp Fire but could make it hard to find human remains.",caution_and_advice,other_relevant_information,0.85,disagree,medium
AUDIT0133,hurricane_dorian_2019,1167693275928641538,@realDonaldTrump @fema @NWS @NOAA @Readygov @FLSERT Im just giddy about this! Thoughts &amp; prayers ὠ6ὠ5ὄ6ᾒ3ὠ2 Super-hurricane Dorian is on track to hit 8 Trump properties,sympathy_and_support,sympathy_and_support,0.8,agree,medium
AUDIT0134,kerala_floods_2018,1030724686068494341,Thanks to Govt of Odisha for sending its ODRF &amp; Rescue Personels along with relief Machineries to Kerala in a spl Flight to work for the flood affected People.,sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0135,hurricane_maria_2017,912379139293933576,3.7m Puerto Ricans /US citizens need help #puertorico,requests_or_urgent_needs,requests_or_urgent_needs,0.85,agree,medium
AUDIT0136,kaikoura_earthquake_2016,771454724251918336,#EQNZ Live: Tsunami warning lifted,caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0137,cyclone_idai_2019,1108821553410654210,"We fear hundreds are missing after #CycloneIdai left a trail of destruction across Mozambique, Malawi and Zimbabwe. We’re helping families find their missing loved ones. Search our site in English and Portuguese:",missing_or_found_people,missing_or_found_people,0.95,agree,high
AUDIT0138,cyclone_idai_2019,1112988269149634561,RT @MWeshava: #DearEconet thank you for supporting #CycloneIdai victims.but please revise your data costs .we are failing to can aaaah,rescue_volunteering_or_donation_effort,not_humanitarian,0.85,disagree,medium
AUDIT0139,kaikoura_earthquake_2016,797852277163716608,Schools from North Canterbury to Wellington told to remain shut until damage assessment carried out #eqnz:,infrastructure_and_utility_damage,caution_and_advice,0.9,disagree,high
AUDIT0140,hurricane_dorian_2019,1167639779393122304,ima be so mad if dorian kills me before I can see @LILUZIVERT perform,injured_or_dead_people,not_humanitarian,0.95,disagree,high
AUDIT0141,california_wildfires_2018,1061298691128971265,"California would rather spend billions of $s on a train to no place than investing in additional NEW fire equipment such as planes, clearing the forests and brush. They should have called in the national guard, and the private sector to combat these fires. So Political",other_relevant_information,other_relevant_information,0.8,agree,medium
AUDIT0142,hurricane_harvey_2017,901659697148809216,RT @RyanMaue: Radar loop showing extreme squall line now over Houston 3-4 per hour flooding emergency from #Harvey,caution_and_advice,infrastructure_and_utility_damage,0.85,disagree,medium
AUDIT0143,hurricane_irma_2017,908871772803600384,"Slinging Gatorade and Water at 4am, so proud of my Southside ASM’s!!! Hurricane Irma 2017! Key West help is on the way.",sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0144,hurricane_harvey_2017,903351140494004225,ICYMI: Presbyterian Disaster Assistance volunteers begin damage assessment for #HurricaneHarvey.  #PCUSA,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.9,agree,high
AUDIT0145,hurricane_harvey_2017,903571421993074688,"Hurricane Harvey floods Houston, in pictures | Read:  by Telegraph",other_relevant_information,infrastructure_and_utility_damage,0.85,disagree,medium
AUDIT0146,hurricane_harvey_2017,903399672244559873,#WorldNews Hurricane Harvey death toll surpasses 30; more fatalities expected - Times of,injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0147,cyclone_idai_2019,1110497723978006529,"1/3 With 1.7 million affected, 700 known to have been killed &amp; thousands still trapped in flood waters, the situation in Southern Africa remains critical. People are desperate for their basic needs: shelter, food and water. #CycloneIdai #TeamRubiconUK",injured_or_dead_people,requests_or_urgent_needs,0.9,disagree,high
AUDIT0148,hurricane_irma_2017,909499431606726662,Hulk Hogan - what a guy! He called Hurricane Irma survivors who complained about the lack of water and power crybabies.,not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0149,california_wildfires_2018,1065933919235772416,In pictures: The animals caught in Californias wildfires,other_relevant_information,not_humanitarian,0.9,disagree,high
AUDIT0150,hurricane_dorian_2019,1168332685724573696,"Somebody, please come help us.” #Dorian #Abaco",requests_or_urgent_needs,requests_or_urgent_needs,0.95,agree,high
AUDIT0151,cyclone_idai_2019,1107900030629961728,"Spare a thought for Beira. Hit with winds in excess of 177km/h, reports say 90% of the port city has been destroyed. President says in excess of 1,000 lives have been lost across Mozambique #CycloneIdai #mozambique #MozambiqueIdai #CycloneIdaiUPDATE #chimanimanicyclone",infrastructure_and_utility_damage,injured_or_dead_people,0.9,disagree,high
AUDIT0152,hurricane_maria_2017,914680217771429888,They literally stop at nothing to NoT lose that right grip on power. No matter how many ppl get hurt or killed,injured_or_dead_people,not_humanitarian,0.95,disagree,high
AUDIT0153,kerala_floods_2018,1032676523134701568,Somebody just shared a page from the NDMAs Disaster Management Plan handbook published in 2016 with me (&amp; I verified from the NDMA site) .guess what point 9.2 says on accepting foreign aid.&amp; remember this is 2016 policy. @dhanyarajendran @sidin #KeralaFloods #SouthRemembers,other_relevant_information,other_relevant_information,0.8,agree,medium
AUDIT0154,kerala_floods_2018,1031078822622330880,"Water level has come down in #Aluva, road traffic between #Ernakulam and #Thrissur restored, buses operational from #Vytilla and #Ernakulam KSRTC stands.",other_relevant_information,infrastructure_and_utility_damage,0.9,disagree,high
AUDIT0155,kaikoura_earthquake_2016,798331492699029504,"First earthquakes, now floods, whats next #eqnz #Wellington",caution_and_advice,not_humanitarian,0.85,disagree,medium
AUDIT0156,hurricane_florence_2018,1040146718975713280,"Some slightly better news with #HurricanceFlorencethe winds have reduced to 110mphcategory 2. Wind damage, #stormsurge and flooding will be still big though. Landfall Thursday night US timeon track for N Carolina or border with South C.",caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0157,hurricane_harvey_2017,903356766770962432,"Im all for evacuating the evacuees from the path of Hurricane Harvey, but shouldnt theses scumbags be left",displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,agree,medium
AUDIT0158,hurricane_harvey_2017,903759617896919040,Hey everyone do you think @joy_villa &amp; I should go out to #Houston to work with @Mercury1Charity on the ground?#KJArmy #HurricaneHarvey 🙏🏼,other_relevant_information,rescue_volunteering_or_donation_effort,0.85,disagree,medium
AUDIT0159,california_wildfires_2018,1062607917181005824,RT @KristySwansonXO: @JackPosobiec Please help if you can. If you go to James page instuctions on how it works are there ὤFἿC἟A἟8ὤFἿC἟A἟8ὤFἿC἟A἟8:,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.85,disagree,medium
AUDIT0160,kaikoura_earthquake_2016,800789229429137409,Im sure this is just cosmetic damage.ὢC #eqnz,not_humanitarian,infrastructure_and_utility_damage,0.85,disagree,medium
AUDIT0161,california_wildfires_2018,1061605909070299136,The death toll in the devastating California wildfires has risen to at least 23. Firefighters are battling raging blazes at both ends of drought-stricken state.,injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0162,hurricane_florence_2018,1039869309349113856,"Why is no one calling him out on those 3,000 deaths!!!",injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
AUDIT0163,hurricane_dorian_2019,1167989121203093506,Coming up on @ABC6 at 11PM: -@TStudebakerABC6 tracking Hurricane Dorian -Woonsocket man in critical condition following house fire -A man died after he was found by kayakers in water at Swansea Town Beach -Jamra Hookah Lounge is latest to be closed by B.O.L. after stabbing,injured_or_dead_people,not_humanitarian,0.9,disagree,high
AUDIT0164,hurricane_irma_2017,909429611313770497,Thank you God for keeping me #Grounded and #Humble ὤFἿB During our last #Irma Evacuation I,displaced_people_and_evacuations,sympathy_and_support,0.8,disagree,medium
AUDIT0165,hurricane_florence_2018,1040612578286723072,"We are so pleased to have the Grey Bruce Animal Shelter joining the #MeafordPetExpo The Grey Bruce Animal Shelter is a non-profit, no-kill, volunteer-based shelter. Founded in 1989, they",rescue_volunteering_or_donation_effort,not_humanitarian,0.95,disagree,high
AUDIT0166,hurricane_florence_2018,1041221660274245632,Hurricane Florence is driving evacuees to Tinder,displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,agree,medium
AUDIT0167,kerala_floods_2018,1032336283857707008,"Have requested #Chakrapani ji &amp; Hindu Mahasabha not to link Cow Protection to #KeralaFloods Hav assured him that we in Kerala who are Gau Bhakths will take care of our Gau Matha very well &amp; humbly pointed out that many Cows, Goats, Bulls also lost life in Kerala Floods.",requests_or_urgent_needs,sympathy_and_support,0.7,disagree,medium
AUDIT0168,hurricane_maria_2017,910610099617583104,Hurricane Maria confirms dire warnings for 2017 hurricane season As Hurricane Maria continues to cause destruction,caution_and_advice,caution_and_advice,0.8,agree,medium
AUDIT0169,california_wildfires_2018,1061800754447572992,The state of Texas is sending help to California to fight the wildfires that have killed over 20 people.,injured_or_dead_people,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0170,canada_wildfires_2016,729669782212116480,Major wildfire would endanger Greater Victoria’s drinking water  via @timescolonist,other_relevant_information,infrastructure_and_utility_damage,0.9,disagree,high
AUDIT0171,hurricane_harvey_2017,902736334665768962,@ltgrusselhonore @CNN If you cant get to the Houston downtown to help try Kingwood/Humble area. The San Jacinto River is high and folks need help. #Harvey2017,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0172,canada_wildfires_2016,729030754697682944,Residents of Fort Mac Evacuate Now #ymmfire #ymm #FortMacFire fires are increasing in size. Leave your homes and GO,displaced_people_and_evacuations,displaced_people_and_evacuations,0.98,agree,high
AUDIT0173,hurricane_harvey_2017,903064732718047232,On the front lines of Houstons floods  #Harvey,other_relevant_information,other_relevant_information,0.8,agree,medium
AUDIT0174,hurricane_harvey_2017,902839136599629824,Please help those affected!,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.8,disagree,medium
AUDIT0175,kerala_floods_2018,1032189129059053568,10% CEZ on GST and all these Tax &amp; cost of re building kerala roads and township will again come to flood affected people #Taxation ᾒ6ἿB‍♂️,other_relevant_information,infrastructure_and_utility_damage,0.8,disagree,medium
AUDIT0176,hurricane_florence_2018,1039505728812265474,"If youre ordered to evacuate for #HurricaneFlorence: ➡️ Take only essential items ➡️ Turn off the gas, electricity, and water ➡️ Disconnect appliances ➡️ Do not drive or walk across creeks or flooded roads More safety tips:",displaced_people_and_evacuations,caution_and_advice,0.95,disagree,high
AUDIT0177,california_wildfires_2018,1062827647678337025,RT @japan_kaimono: At least 228 still missing in wind-whipped California wildfires  #japanese #japan #news,missing_or_found_people,missing_or_found_people,0.95,agree,high
AUDIT0178,hurricane_dorian_2019,1168236538733350913,#PressPlay: #Roommates are sending in videos of the damage #HurricaneDorian is causing. Please continue to pray for #Abaco and the #Bahamas ἞7἟8ὤFἿFὤFἿFὤFἿF Reposted from @theshaderoom,sympathy_and_support,sympathy_and_support,0.85,agree,medium
AUDIT0179,hurricane_dorian_2019,1167495465954398211,LES crews departing to Florida to help with Hurricane Dorian relief,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.95,agree,high
AUDIT0180,cyclone_idai_2019,1109101793550745600,Find missing persons or register yourself if youre in the affected areas #cyclone #cycloneIdai #emergencyservices #volunteers #chimanimani Follow this link  @ZrcsRed @MalawiRedCross @IReachOutMyHand @nelsonchamisa @mdczimbabwe,missing_or_found_people,missing_or_found_people,0.9,agree,high
AUDIT0181,hurricane_maria_2017,912301767127420929,Thank you sir! RT @SenJohnMcCain:Cindy &amp; I continue to pray for #PuertoRico following #HurricaneMaria. You can help:,sympathy_and_support,sympathy_and_support,0.95,agree,high
AUDIT0182,california_wildfires_2018,1064630393784213505,‘The acute effects’ of wildfire smoke ‘could happen more frequently as more and more damaging fires occur in a warming world.’  @zhirji28,caution_and_advice,other_relevant_information,0.8,disagree,medium
AUDIT0183,hurricane_florence_2018,1041593416306581504,#Florence’s flood waters continue to rise across Burke County NC. At this time Bost Rd and Spainhour is flooding and the flood waters are growing. Also Johns River continues to rise. That will cause Lower Creek to back up toward Antioch Rd. @BurkeCountyNC @FHWxN @NWSGSP,other_relevant_information,infrastructure_and_utility_damage,0.9,disagree,high
AUDIT0184,kerala_floods_2018,1031371265716539392,"Dear all please #StandWithKerala we need all your help, thank you dear @hardikpandya7 #ENGvIND",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.85,disagree,medium
AUDIT0185,canada_wildfires_2016,728852117499215872,RT @Emergency_Life: ἞8἞6 Fundraiser: #ABfire #wildfire news: #ymm #ymmfire #FortMacFire #FortMcMurray #ymmwildfire #ymmhelp #ftmacfire,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,agree,medium
AUDIT0186,cyclone_idai_2019,1109032812798189568,RT @_Mwaa_: These pictures are not of Mozambique. #CycloneIdai,other_relevant_information,not_humanitarian,0.9,disagree,high
AUDIT0187,hurricane_harvey_2017,902685642756325381,Six Family Members Swept Away in Van Feared Dead:  - NBC News U.S. News #Latest,injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0188,kerala_floods_2018,1030761441609973760,"@IAF_MCC @nsitharaman @adgpi @DefenceMinIndia @DrSubhashMoS @SpokespersonMoD @nsitharamanoffc @PMOIndia @PIB_India @indiannavy Thank you, lakhs of people are still stucked in concrete buildings without food and drinking water.. increase the fleet of rescue and please do the evacuation quick. #SOSKerala #KeralaFloods #HelpKerala",displaced_people_and_evacuations,requests_or_urgent_needs,0.95,disagree,high
AUDIT0189,cyclone_idai_2019,1109132715025199106,Names of missing persons sought #CycloneIdai,missing_or_found_people,missing_or_found_people,0.95,agree,high
AUDIT0190,canada_wildfires_2016,728673231851393024,Wildfire officials say its still early &amp; they expect more intense wildfire conditions ahead #ymmfire #abfires,caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0191,canada_wildfires_2016,733708474043916288,SK wildfire update: a tracking system helps them see lightening strikes and whether that has caused any new fires.,other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0192,kaikoura_earthquake_2016,797879031827820544,OMG. There are some shitbags out there. Looting houses after people evacuate from earthquake. #eqnz @TV3nz @PaulHenryShow,displaced_people_and_evacuations,other_relevant_information,0.85,disagree,medium
AUDIT0193,hurricane_florence_2018,1042057989522432000,@BeckyQuick to the critics who have accused you of dramatizing the flood challenges in the Carolina of Hurricane #Florence suggesting folks are being discouraged to return to their homes. This picture is Highway 40!,displaced_people_and_evacuations,infrastructure_and_utility_damage,0.85,disagree,medium
AUDIT0194,hurricane_harvey_2017,903758350323765248,Help us help the dogs of Hurricane Harvey,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0195,kerala_floods_2018,1031591108768350219,"#ExpressExplained | Amid calls for declaration of #KeralaFloods as a national disaster, @rahultripathi looks at how govt classifies calamities, and how such a classification helps determine the extent of central relief and funding.",rescue_volunteering_or_donation_effort,other_relevant_information,0.85,disagree,medium
AUDIT0196,kerala_floods_2018,1038843102495006721,Kerala had been warned several times by various Indian ecologists that it should take care of the Western Ghats. But the warnings were ignored. Here is our study on Kerala floods  #KeralaFloods #kerala flood 2018 #KeralaFloodRelief,caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0197,cyclone_idai_2019,1108628896881303552,RT @YPOZimbabwe: Our sincerest condolences goes to the victims of Cyclone Idai and their families We are with you in spirit #cycloneidai,sympathy_and_support,sympathy_and_support,0.95,agree,high
AUDIT0198,kerala_floods_2018,1033227790064078849,@RahulGandhi sir pls told to bjp govt in the central and take the donaters of the UAE For flood relief fund to kerala,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,agree,medium
AUDIT0199,hurricane_irma_2017,908485179324452870,"🚨@POTUS &amp; @FLOTUS flew to Florida to view recovery efforts, meet with residents who had their lives upended by #Irma",other_relevant_information,other_relevant_information,0.8,agree,medium
AUDIT0200,canada_wildfires_2016,729705045596450818,RT @Edmontonsun: AHS is reporting an outbreak of viral gastroenteritis at the Northlands evacuation centre #ymmfire #ymm #yeg /,caution_and_advice,displaced_people_and_evacuations,0.9,disagree,high
AUDIT0201,kaikoura_earthquake_2016,797879008742363137,"@skye_rtin Im a 2011 chch eqnz refugee, so yeah. Its just so tiring",not_humanitarian,displaced_people_and_evacuations,0.85,disagree,medium
AUDIT0202,hurricane_maria_2017,914401920965541888,RT @geoffb5: Democrats will starve you if it helps them politically.,not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0203,canada_wildfires_2016,728646803533373442,Massive convoy underway to move #FortMacFire evacuees | MORE:  #Kamloops,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,agree,high
AUDIT0204,hurricane_irma_2017,905290020793327617,"The CEO of MyPillow just sent 60,000 pillows to flood victims in the shelters in Houston. 🇺🇸 Thanks @realMikeLindell 👍🏻",other_relevant_information,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0205,hurricane_irma_2017,908571162661199879,"After Irma, few evacuees remain at Atlanta Motor Speedway",displaced_people_and_evacuations,displaced_people_and_evacuations,0.9,agree,high
AUDIT0206,hurricane_florence_2018,1040980544216084480,"Daylight brings the amount of damage and needed cleanup into focus. #wcncflorence #wcnc #hurricianeflorence @ Wilmington, North Carolina",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,agree,medium
AUDIT0207,kaikoura_earthquake_2016,797964828878901249,"So many aftershocks today. I shouldnt have eaten lunch, feeling quite queasy with each rolling shake #eqnz",other_relevant_information,not_humanitarian,0.95,disagree,high
AUDIT0208,hurricane_florence_2018,1041980635164880896,"Post-Tropical Cyclone #Florence is still bringing rain to parts of the Mid-Atlantic, NE &amp; New England areas. Record flooding taking place in North Carolina &amp; rivers are still rising. Major flooding in South Carolina, rivers likely crest this weekend @CBSMiami #cbs4",caution_and_advice,infrastructure_and_utility_damage,0.9,disagree,high
AUDIT0209,hurricane_irma_2017,907775420489224192,We are thankful that Alabama was spared the worst of #HurricaneIrma. But many were not and will need help. From our executive director: 👇,requests_or_urgent_needs,sympathy_and_support,0.85,disagree,medium
AUDIT0210,california_wildfires_2018,1065237582634672128,"WATCH: @MegOliver flew over burned-out Paradise, California with @CAL_FIRE. The Camp Fire has destroyed more than 12,000 homes.",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.95,agree,high
AUDIT0211,hurricane_irma_2017,907667434777333760,Families and business owners in the Keys are headed in for their first look at the damage from Irma,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,agree,medium
AUDIT0212,kaikoura_earthquake_2016,798071133761204224,RT @tubenewsen: Aerial footage shows damage in New Zealand after powerful earthquake NEWS &gt;&gt;  #news #post #,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.9,agree,high
AUDIT0213,hurricane_dorian_2019,1168284494987763712,"LATEST #DORIAN ADVISORIES ⚠️ • A HURRICANE WARNING now in effect from Jupiter Inlet to the Flagler/Volusia County line. • A TROPICAL STORM WARNING and HURRICANE WATCH for Coastal Palm Beach Co. • A TROPICAL STORM WATCH for much of Inland Central Florida, and Broward Co. ἰ0",caution_and_advice,caution_and_advice,0.95,agree,high
AUDIT0214,canada_wildfires_2016,729812524925779968,RT @AirbnbHelp: Our thoughts are with Fort McMurray as they face a tragic wildfire. We have activated our Disaster Response Tool .,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0215,hurricane_harvey_2017,903395835295260672,"Do not eat any food that came in contact with #Harvey floodwaters. When in doubt, throw it out.",caution_and_advice,caution_and_advice,0.95,agree,high
AUDIT0216,cyclone_idai_2019,1110995051717558275,One UN in action coordinating the UN response to #Cycloneidai UN helicopter flight to Chimanimani with supplies from @WHO_Zimbabwe @UNICEFZIMBABWE @WFP_Zimbabwe,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0217,california_wildfires_2018,1063471872577339394,"The California #wildfires are still not contained, the death toll count is rising, and countless animals have lost their habitats bc to this tragic ongoing event due to #drought and #climatechange. Want to do something for the",injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
AUDIT0218,hurricane_irma_2017,907142752441438209,#HurricaneIrma: Animals need our help badly. Were doing everything in our power to get there as soon as possible:,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0219,hurricane_florence_2018,1040356292697575425,"The record heat, fires, floods &amp; storms pounding us from all sides are getting worse even faster than most climate scientists predicted. The only way to protect ourselves is an emergency #GreenNewDeal to put Americans to work building a sustainable, just, resilient economy.",not_humanitarian,not_humanitarian,0.85,agree,medium
AUDIT0220,california_wildfires_2018,1067407694246699009,"Californias most deadly and destructive wildfire ever has been contained -- but 203 people are still missing, and the death toll has risen to 88:",missing_or_found_people,injured_or_dead_people,0.9,disagree,high
AUDIT0221,hurricane_florence_2018,1039876557878304773,Our thoughts are with those impacted by Hurricane Florence. We urge those impacted to follow advisories issued by local authorities &amp; to call 911 if emergency assistance is needed. Impacted residents &amp; team members can find hurricane information on .,sympathy_and_support,caution_and_advice,0.9,disagree,high
AUDIT0222,hurricane_maria_2017,913804205478916096,Post #HurricaneMaria: Report from #PuertoRico: Death Toll Higher Than Reported amid #WaterShortage &amp; #HealthCrisis.,injured_or_dead_people,injured_or_dead_people,0.9,agree,high
AUDIT0223,canada_wildfires_2016,728528890252009473,RT @CindyEMunro: Touching story on recently-arrived Syrian refugees helping victims of Fort McMurray wildfire:,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,agree,medium
AUDIT0224,hurricane_dorian_2019,1167902845498056711,#Action! Please help pets escaping Hurricane #Dorian! @PensacolaHumane. As Hurricane Dorian creeps closer to the east coast of #Florida we are receiving literally thousands of requests for help from our neighbors to the south.,sympathy_and_support,requests_or_urgent_needs,0.95,disagree,high
AUDIT0225,kaikoura_earthquake_2016,797798775657930752,RT @Asher_Wolf: Apparently @SkyNewsAust sent a reporter to the waterfront during a tsunami warning. Journalism doesnt pay enough for this,not_humanitarian,caution_and_advice,0.85,disagree,medium
AUDIT0226,kaikoura_earthquake_2016,797790226370310144,RT @ignis_fatum: Wellington current tsunami hazard in Wellington @LastQuake #eqnz,caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0227,canada_wildfires_2016,729716197084696576,RT @GlennMcmillan14: #Trudeau!So why didnt Goodall warn Cdns about ISIS; They want to kill us by lighting Forest Fires! Irresponsible!! ht,not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0228,hurricane_irma_2017,908309927030030336,President heads to Florida to survey damage from Hurricane Irma  via @AddThis,infrastructure_and_utility_damage,other_relevant_information,0.8,disagree,medium
AUDIT0229,hurricane_dorian_2019,1167801816404430849,"?Hurricane Dorian Aims for U.S., Causes Limited Damage in the Caribbean",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,agree,medium
AUDIT0230,hurricane_florence_2018,1040767658013155328,"Im at MIT @MediaLab — Building E14 in Cambridge, MA",not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0231,hurricane_maria_2017,910562378231582720,"RT @shalymonster: Hurricane Marias tearing our little island apart as I type this. If you have a sec to spare, please send some good vibes",requests_or_urgent_needs,sympathy_and_support,0.95,disagree,high
AUDIT0232,hurricane_harvey_2017,902855149642686464,Good morning Jim @cspanwj Agreed. @HEB outstanding disaster relief in TX many years e.g when hit by devastating tornadoes. #HurricaneHarvey,rescue_volunteering_or_donation_effort,not_humanitarian,0.85,disagree,medium
AUDIT0233,cyclone_idai_2019,1108010538632658944,"Our heartsὉ9go out to all those who have been affected by #CycloneIdai including loss of life, destruction of property &amp; displacement of people due to flooding and landslides. @WFP is supporting ongoing assessment efforts with @UNZimbabwe and stands with the people of #Zimbabwe.",displaced_people_and_evacuations,sympathy_and_support,0.8,disagree,medium
AUDIT0234,hurricane_dorian_2019,1168265983724793859,Lowcountry communities prepare for potential effects of Dorian.,other_relevant_information,caution_and_advice,0.85,disagree,medium
AUDIT0235,hurricane_florence_2018,1039538670318051329,ATTENTION: @amsupdates is opening up its campgrounds for folks evacuating the Carolina and Virginia coastlines in preparation for #HurricaneFlorence. Please help spread the word! The track has plenty of room and wonderful hospitality. #NASCAR READ:,caution_and_advice,displaced_people_and_evacuations,0.95,disagree,high
AUDIT0236,hurricane_dorian_2019,1167491825768120321,"ἲAAll of #florida is under a state of emergency as #hurricanedorian gathers strength and aims to slam the state as soon as Monday. The most likely scenario is a track near the Florida Peninsula late in the weekend,",requests_or_urgent_needs,caution_and_advice,0.85,disagree,medium
AUDIT0237,california_wildfires_2018,1065309299327537152,"An E.coli outbreak has prompted the CDC to advise Americans to avoid romaine lettuce this Thanksgiving. Also, the death toll for California’s wildfire reaches 81 and now flash floods are set to complicate the search for the nearly 900 still missing.",missing_or_found_people,injured_or_dead_people,0.8,disagree,medium
AUDIT0238,hurricane_maria_2017,912432596101074949,Former presidents fundraise for Puerto Rico disaster relief #PuertoRico #HurricaneMaria,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.95,agree,high
