annotation_id,annotation_owner,annotation_method,human_reviewer,human_review_status,final_primary_label,review_action,review_notes
AUDITV2_0303,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0304,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0305,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0306,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0307,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0308,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0309,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0310,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0311,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0312,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0313,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0314,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0315,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0316,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0317,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0318,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0319,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0320,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0321,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0322,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0323,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0324,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0325,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0326,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0327,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0328,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0329,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0330,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0331,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0332,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0333,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0334,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0335,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0336,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0337,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0338,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0339,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0340,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0341,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0342,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0343,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0344,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0345,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0346,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0347,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0348,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0349,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0350,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0351,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0352,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0353,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0354,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0355,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0356,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0357,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0358,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0359,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0360,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0361,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0362,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0363,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0364,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0365,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0366,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0367,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0368,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0369,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0370,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0371,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0372,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0373,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0374,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0375,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0376,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0377,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0378,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0379,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0380,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0381,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0382,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0383,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0384,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0385,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0386,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0387,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0388,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0389,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0390,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0391,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0392,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0393,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0394,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0395,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0396,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0397,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0398,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0399,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0400,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0401,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0402,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0403,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0404,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0405,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0406,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0407,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0408,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0409,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0410,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0411,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0412,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0413,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0414,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0415,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0416,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0417,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0418,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0419,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0420,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0421,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0422,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0423,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0424,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0425,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0426,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0427,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0428,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0429,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0430,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0431,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0432,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0433,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0434,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0435,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0436,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0437,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0438,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0439,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0440,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0441,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0442,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0443,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0444,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0445,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0446,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0447,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0448,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0449,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0450,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0451,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0452,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0453,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0454,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0455,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0456,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0457,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0458,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0459,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0460,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0461,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0462,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0463,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0464,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0465,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0466,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0467,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0468,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0469,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0470,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0471,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0472,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0473,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0474,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0475,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0476,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0477,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0478,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0479,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0480,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0481,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0482,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0483,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0484,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0485,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0486,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0487,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0488,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0489,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0490,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0491,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0492,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0493,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0494,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0495,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0496,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0497,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0498,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0499,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
AUDITV2_0500,Khagendra01,AI-assisted first pass under researcher direction,Khagendra01,pending,,,
