annotation_id,event,tweet_text,primary_label,secondary_label,confidence,ambiguous,reason
AUDITV2_0162,hurricane_harvey_2017,Houston flooding as seen from space. #Houston #Harvey #HoustonStrong #HoustonFloods @NASA #NASA #TexasStrong #TexasFloods #space,,,,,
AUDITV2_0163,california_wildfires_2018,"Reminder that California’s wildfires are being fought with slave labor, and that the prison system exists for this purpose alone.",,,,,
AUDITV2_0164,hurricane_florence_2018,"Hurricane Floyd in 99 smacked North Carolinas hog industry: 21,500 swine were killed and 50 waste lagoons overflowed. Hurricane Florence is poised to be far worse.",,,,,
AUDITV2_0165,kerala_floods_2018,"Basic health requirements are still in crisis in various parts of the region. Water is not potable even from the wells and cant be use for any purpose. #KeralaFloods To lend your support, please visit",,,,,
AUDITV2_0166,hurricane_irma_2017,Scenes from flood damage in Nassau county in the #Jacksonville area. Flood waters in the 3-4 foot range #Irma,,,,,
AUDITV2_0167,hurricane_irma_2017,"Miss America 2018 Is Dedicated To Hurricane Irma Victims, In A Heartwarming Show Of Support – Gears Of Biz",,,,,
AUDITV2_0168,canada_wildfires_2016,Cash or a house – a tough choice for wildfire victims @,,,,,
AUDITV2_0169,hurricane_harvey_2017,"RT @JMilesKHOU: 2 more possible deaths in floodwaters. Unconfirmed, says @SheriffEd_HCSO #khou11 #harvey",,,,,
AUDITV2_0170,hurricane_dorian_2019,"After Irma deaths, 60% of nursing homes still don’t have 4 days of backup power for AC #HurricaneDorian #Dorianflorida",,,,,
AUDITV2_0171,canada_wildfires_2016,RT @BiancaJagger: Deeply saddened by the destruction cased by the #wildfire in #FortMcMurray. My thoughts &amp; prayers r with the victims http,,,,,
AUDITV2_0172,kerala_floods_2018,"Curious. What does it to take to declare a national tragedy? #KeralaFloods --estimated 1 million people displaced --11/14 districts seeing super excess rain --most of the state without electricity, drinking water --schools/colleges shut -- @RailMinIndia moving water trains",,,,,
AUDITV2_0173,hurricane_irma_2017,"As similar as paths appear to be, big difference should be lower rain totals in NC from faster moving storm. #Irma #matthew killed 22 in NC",,,,,
AUDITV2_0174,kaikoura_earthquake_2016,Swathes of coastal NZ has scary evacuation sirens blaring. But predicted 5m waves isnt the same as Japans 39m whopper in 2011.,,,,,
AUDITV2_0175,hurricane_dorian_2019,"Im pretty bummed out. Hurricane Dorian is wiping out peoples homes in the Bahamas and leaving many dead. A climate crisis isnt the future, its the present. And nobody in power seems to give a damn or do anything about it.",,,,,
AUDITV2_0176,cyclone_idai_2019,"Almost 5,000 children in Mozambique were separated from their parents by Cyclone Idai, says the UN. No one knows exactly how many people are missing yet. Thousands of people are still in camps waiting for floodwaters to recede and communication to be restored.",,,,,
AUDITV2_0177,hurricane_florence_2018,Not a fan - Drinking a Coastal Evacuation with Brett by @CapeMayBrewCo at @capemaybrewco —,,,,,
AUDITV2_0178,hurricane_dorian_2019,Mayor John Tecklenburg has declared a state of Emergency for the City of Charleston ahead of Hurricane Dorian. | City of Charleston declares state of emergency ahead of Dorian&gt;&gt;,,,,,
AUDITV2_0179,kaikoura_earthquake_2016,"FFS!!! Earthquakes, tsunami evacuations, now floods have cut off from the rest of NZ. Over it. #eqnz #breaking",,,,,
AUDITV2_0180,hurricane_dorian_2019,Mapping tools for #Hurricane #Dorian have been created by @columbia_ncdp to aid responders and NGOs in identifying and meeting the needs of vulnerable populations. #EMGTwitter #HurricaneDorian #HurricaneDorian2019,,,,,
AUDITV2_0181,cyclone_idai_2019,"News coming from Chimanimani, Zimbabwe says #CycloneIdai has hit St. Charles Lwanga, Catholic School. A rock rolled from mountain and hit the dinning hall which collapsed onto a dormitory Reports are that some students have been rescued but there are fears of loss of. We pray",,,,,
AUDITV2_0182,hurricane_maria_2017,Have Kids Decorate Their Safe Spot for Storms  #hurricaneIrma #hurricaneHarvey #hurricaneMaria,,,,,
AUDITV2_0183,hurricane_maria_2017,@realDonaldTrump thier are people dying because of Hurricane Maria and now because of you.Kids are going to bed hungry scared praying for the USA to help.,,,,,
AUDITV2_0184,kaikoura_earthquake_2016,"RT @ali_bateman: Beautiful country, great people. Cant believe this has happened again! NZ earthquake #eqnz",,,,,
AUDITV2_0185,hurricane_harvey_2017,Dramatic before-and-after photos show Hurricane Harveys terrifying destruction.,,,,,
AUDITV2_0186,california_wildfires_2018,"#CampFire #evacuation orders and warnings for Monday, November 19",,,,,
AUDITV2_0187,hurricane_harvey_2017,Video: Group helps rescue neighbors dog from #harvey flooding.,,,,,
AUDITV2_0188,hurricane_irma_2017,"Yall forgot that mudslide in Sierra Leone that killed like 500 people and displaced 20,000 from their homes",,,,,
AUDITV2_0189,canada_wildfires_2016,RT @CBCNorth: Justin Trudeau in Fort McMurray touring wildfire-destroyed areas and meeting slayers of the beast,,,,,
AUDITV2_0190,hurricane_harvey_2017,Cardinals WR Brittan Goldens Texas home dangerously close to flooding  via #12News #birdgang #Harvey #football,,,,,
AUDITV2_0191,cyclone_idai_2019,"Ko ainge amboendereyiko, this person is clueless. This cyclone Idai was predicted and it killed many people in South Africa and Mozambique so why did edmnangagwa decided to go to Abu Dhabi during such a catastrophic time.",,,,,
AUDITV2_0192,hurricane_harvey_2017,"The damage done by #Harvey is mind boggling, but the people affected continue to persevere.",,,,,
AUDITV2_0193,hurricane_harvey_2017,BRIEF-DCT Industrial Trust reports no significant damage from Hurricane Harvey,,,,,
AUDITV2_0194,kaikoura_earthquake_2016,New Zealand: New Zealand: Earthquake Information bulletin n° 1 #humanitarian #newzealand #auckland,,,,,
AUDITV2_0195,canada_wildfires_2016,"RT @wicary: Businesses grapple with growing wildfire risks, @smccarthy55 @j2nelson report (b/h paywall)  #cdnecon",,,,,
AUDITV2_0196,hurricane_harvey_2017,"Please keep those affected by Hurricane Harvey in your thoughts during this difficult time. If you are able,",,,,,
AUDITV2_0197,canada_wildfires_2016,"RT @MikeOGlobal: Wind gusts are hampering efforts to fight the Fort McMurray wildfire, now 85,000 hectares in size. #ymmfire",,,,,
AUDITV2_0198,canada_wildfires_2016,RT @wildlandfireAZ: RT @PCIAA: In a wildfire evacuation pets have needs too-build a kit for your animals today #WildfirePrepDay,,,,,
AUDITV2_0199,hurricane_irma_2017,I feel like extreme couponers could bring more aid to Irma victims than the actual government could,,,,,
AUDITV2_0200,cyclone_idai_2019,There are more ambulances parked at Mugabe’s Residence Right now than the ones helping citizens affected by #CycloneIdai. That’s how useless Zimbabwean leadership is ὡE,,,,,
AUDITV2_0201,california_wildfires_2018,"The fires in California is a major health issue.Smoke and ash can be harmful to health, even people who are healthy. People at higher risk include those with lung diseases, children and older adults. Stay indoors. If you have a life threatening Emergency Call 911 Immediately!",,,,,
AUDITV2_0202,cyclone_idai_2019,"Dramatic footage from rescuers in Mozambique has been released, as Cyclone Idai leaves hundreds dead and many more trapped by rising flood waters",,,,,
AUDITV2_0203,hurricane_harvey_2017,Residents along Texas coast prepare for Hurricane Harvey,,,,,
AUDITV2_0204,kerala_floods_2018,"4000 families in 400 villages across #Nagaland have been evacuated in the wake of heavy rains, #floods and power cuts.",,,,,
AUDITV2_0205,hurricane_irma_2017,@CoachJimBoone Im so glad I got to meet u! Loved both of your talks. Sorry I couldnt talk on breaks having to deal w my gym. Got destroyed in Irma,,,,,
AUDITV2_0206,hurricane_irma_2017,"Hurricane Irma has been downgraded to a tropical storm, but its still carving a deadly path through the US. @tomsteinfort #9News",,,,,
AUDITV2_0207,california_wildfires_2018,"Please stay tuned this next week! The nicest people ever whom I lived one ridge away from before moving to Humboldt, lost their home and studio to the Camp Fire” that destroyed Paradise,",,,,,
AUDITV2_0208,hurricane_florence_2018,USACE has deployed 3 Deployable Tactical Operations Center Vehicles for Hurricane #Florence to assist with communication capabilities. Unfamiliar with a DTOS? Learn about their capabilities in this video from last years responses:,,,,,
AUDITV2_0209,hurricane_maria_2017,"Damage caused by #HurricaneMaria in #PuertoRico is seen everywhere, especially to trees, lights, and power poles as well as this overpass",,,,,
AUDITV2_0210,kerala_floods_2018,@BhuviOfficial Please help Kerala ..we are suffering from flood we need your kind Help as. Soon as possible,,,,,
AUDITV2_0211,hurricane_harvey_2017,"RT @opalessense: A #WarningὪ8Ὢ8Ὢ8Ὢ8Ὢ8 NOW, WHERE WAS EVACUATION NOTICE PRYOR TO ARRIVAL OF #HurricaneHarveyἙ8️Ἑ8️Ἑ8️Ἑ8️Ἑ8️",,,,,
AUDITV2_0212,canada_wildfires_2016,Prime Minister Trudeau will visit Fort McMurray to view the wildfire damage on Friday.,,,,,
AUDITV2_0213,hurricane_dorian_2019,Mandatory evacuation because of hurricane Dorian. All packed &amp; heading out ☹️,,,,,
AUDITV2_0214,hurricane_florence_2018,"#hurricaneflorence could unleash storm surge damage on nearly 759,000 homes. Thinking of all those nervously awaiting its impending arrival.",,,,,
AUDITV2_0215,kaikoura_earthquake_2016,OMG. There are some shitbags out there. Looting houses after people evacuate from earthquake. #eqnz @TV3nz @PaulHenryShow,,,,,
AUDITV2_0216,hurricane_florence_2018,Fuck this piece of shit thousands of people died because of your incompetence,,,,,
AUDITV2_0217,hurricane_florence_2018,Please pray for the Victims of the storm! Already 12 are dead!,,,,,
AUDITV2_0218,hurricane_dorian_2019,"@virtualgina @LewTurner Thank you. Were in a DO NOT EVACUATE area unless its Cat 3 or higher, coz no flood risk. (Keep roads and shelters clear for those who need them.) Were battened down and provisioned   for whenever #Dorian gets here. If it gets here.",,,,,
AUDITV2_0219,hurricane_harvey_2017,Hurricane #Harvey is a dangerous storm on the verge of being a Major Hurricane. Powerful wind &amp; storm surge but deadly flooding rains,,,,,
AUDITV2_0220,california_wildfires_2018,"Relentless California wildfires leave 82 dead, almost 700 unaccounted for - ABC News",,,,,
AUDITV2_0221,kerala_floods_2018,Hardly 30 people died !!,,,,,
AUDITV2_0222,canada_wildfires_2016,"Alberta Premier says around 5,500 Fort McMurray wildfire evacuees are staying in reception centers, government seeking housing solutions -",,,,,
AUDITV2_0223,california_wildfires_2018,"RT @Tiredearth: California Wildfires: More than 1,000 Missing and at Least 71 Killed in Deadly Camp Fire",,,,,
AUDITV2_0224,canada_wildfires_2016,"Yes, applauding destruction of personal property for your ends continues to be a smart way to go. #yymfire #Cdnpoli",,,,,
AUDITV2_0225,hurricane_dorian_2019,RT @KyleWJCL: #hurricanedorian UPDATE: Coastal evacuations starting at NOON.,,,,,
AUDITV2_0226,hurricane_dorian_2019,"As Hurricane Dorian churns toward the U.S., @DHSMcAleenan and @DHSgov plan to divert hurricane relief funds toward border detentions and deportation. Do they know how irresponsible that is?",,,,,
AUDITV2_0227,hurricane_florence_2018,We survived #Florence with little in the way of damage. The Little Sugar Creek did overflow it’s banks and made it up to the bend in our short nature trail. The first pic shows just how,,,,,
AUDITV2_0228,kerala_floods_2018,The inside of an @IndianNavy Dhruv that picked up separate loads of nstranded persons from Chalakudy &amp; Aluva. #KeralaSOS,,,,,
AUDITV2_0229,california_wildfires_2018,"Shoutout to celebrity chef Guy Fieri, who has been dedicating his time to help feed first responders working to fight the California wildfires! Thank you Guy Fieri!!! ὠEὄDἿB",,,,,
AUDITV2_0230,california_wildfires_2018,"@datgirlwholived If you build your million dollar home on a hill surrounded by trees in very dry California, where tens of millions of illegal aliens are sucking up the badly needed water, you shouldnt be surprised when a fast moving wild fire comes through, and burns the shit to the ground!",,,,,
AUDITV2_0231,hurricane_harvey_2017,"Tropical Storm Harvey makes landfall again, this time in Southern Louisiana. Flash floods and 10in of rain threatens New Orleans #kushelecon",,,,,
AUDITV2_0232,cyclone_idai_2019,Its not time for blame game.Chimanimani people are in desperate need for help.lets join our hands #CycloneIdai,,,,,
AUDITV2_0233,california_wildfires_2018,RT @janattheocean: LISTEN UP THEY NEED OUR HELP,,,,,
AUDITV2_0234,hurricane_irma_2017,a huge shoutout to our military troops and police officers whove been giving out free food to all those recovering from irma,,,,,
AUDITV2_0235,kaikoura_earthquake_2016,#RIP to the two people who died in last nights earthquake #eqnz o,,,,,
AUDITV2_0236,hurricane_florence_2018,"Black citizens in hurricane affected areas, exercise your second amendment rights against anti-Black terrorists who are trying to use the Hurricane Florence disaster as an opportunity to racially cleanse” those areas",,,,,
AUDITV2_0237,hurricane_maria_2017,"Call your Senators, we must approve an aid package tonight! Not in 2/3 weeks, people are dying right now. We can stop that",,,,,
AUDITV2_0238,california_wildfires_2018,"RT @BadassTeachersA: They drove through hell. Without these educators, the death toll would have been even higher. These communities htt",,,,,
AUDITV2_0239,canada_wildfires_2016,@FDNY Please help with with the Fort McMurray wildfire #FortMacFire #FortMcMurray #ymm #ymmfire #AlbertaStrong,,,,,
AUDITV2_0240,kerala_floods_2018,"#Keralafloods | @arunjei goes looking for the stories he has grown up with in Vazhathope, his village in Idukki district that has borne the brunt of the floods, and finds a river at peace amidst the wreckage all around",,,,,
AUDITV2_0241,cyclone_idai_2019,"#Mozambique at #Buzi bridge /River at #Espungabera area on Saturday 16/3 river flooded after heavy rain in Zimbabwe-Mozambique sides due to #CycloneIdai - on way to Beira water has taken away lives, displaced thousands and wrecked havoc",,,,,
AUDITV2_0242,canada_wildfires_2016,Alberta Wildfire - Animal Rescue Update: Bella (ASPCA)The Alberta SPCA has been posting daily updates on the,,,,,
AUDITV2_0243,kaikoura_earthquake_2016,Tankers will be refilling the reservoirs but this will only keep up with drinking supply. U will need to continue conserving water 2/2 #eqnz,,,,,
AUDITV2_0244,hurricane_irma_2017,"Hurricane Irma’s ‘unsung heroes’: Amid chaos, school workers kept shelters running",,,,,
AUDITV2_0245,kaikoura_earthquake_2016,"RT @gtiso: I take it back, mother nature. If there is one thing I can go along with, it is the upending of golfing supplies.",,,,,
AUDITV2_0246,hurricane_maria_2017,"RT @CavaliersViews: #ClevelandCavaliers #ALLinCLE #AllforOne Hurricane Marias death toll, crisis grow in Puerto Rico",,,,,
AUDITV2_0247,hurricane_dorian_2019,I helped out a homeless man when we was in need during Hurricane Dorian. I gave him some money for some food. I hope I helped him out and that his life gets better for him. Heres the link to the video;,,,,,
AUDITV2_0248,cyclone_idai_2019,Many families have been separated or lost contact during #CycloneIdai. We’re training volunteers to be able to assist families affected by #CycloneIdai in #Mozambique to search for their relatives and restore #familylinks.,,,,,
AUDITV2_0249,hurricane_irma_2017,Pass it on: What to Do with Firearms and Ammunition Affected by Flood Waters |,,,,,
AUDITV2_0250,hurricane_irma_2017,Thank you God for keeping me #Grounded and #Humble ὤFἿB During our last #Irma Evacuation I,,,,,
AUDITV2_0251,hurricane_maria_2017,Congresswoman Debbie Wasserman-Schultz meets with Puerto Rican business leaders in Broward about #HurricaneMaria relief @nbc6,,,,,
AUDITV2_0252,hurricane_maria_2017,RT @DominicaGirl: Hurricane Maria destroyed my country! Ppl have died and many are injured. The only hospital was damaged. Patients in need,,,,,
AUDITV2_0253,kerala_floods_2018,#BREAKING : #KeralaFloods case: #SupremeCourt orders to maintain water level at 139.99 feet in #MullaperiyarDam till August 31. #WeForNews,,,,,
AUDITV2_0254,hurricane_maria_2017,WATCH LIVE: @FEMA and #DoD officials provide an update on #HurricaneMaria relief efforts at 8:30 a.m. EDT on .,,,,,
AUDITV2_0255,hurricane_irma_2017,We have a senior adult couple that sustained heavy flood damage to their home who has some needs today: moving,,,,,
AUDITV2_0256,canada_wildfires_2016,Fort McMurray wildfire: will cooler temperatures bring relief? Find out at the 11 AM update. #ymmfire #ymm #yeg,,,,,
AUDITV2_0257,hurricane_irma_2017,Headline is BS! They rescinded aid because they now need it for their own country not because of Trump. Read the article!,,,,,
AUDITV2_0258,hurricane_florence_2018,RT @10thCAB: #PSA from the #FAA: Understand that the airspace is actively being used for rescue efforts and must be kept clear to ensure the safety of crews and potentially the individuals on board who may be receiving medical attention. #HurricaneFlorence,,,,,
AUDITV2_0259,hurricane_maria_2017,The people devastated by #HurricaneMaria in Puerto Rico need your help. They are Americans too! Wtf is wrong with you?! #FakePresident,,,,,
AUDITV2_0260,canada_wildfires_2016,Video and pics of Mondays Fort McMurray wildfire damage media tour. #ymmfire #yeg #ymm,,,,,
AUDITV2_0261,canada_wildfires_2016,"Smelling Smoke in #BdnMB today? It would seem the wind has brought some of that Wildfire smoke our way, no air quality warning yet. #Smoke",,,,,
AUDITV2_0262,canada_wildfires_2016,@MusicForRelief hey we could use some of your relief up here in Fort McMurray Alberta to help the evacuees of the wildfireὡE #ymmfire,,,,,
AUDITV2_0263,cyclone_idai_2019,"Im crying blood for my missing children. Even though #CycloneIdai hit Mozambique over a week ago, aid agencies are warning that the disaster is getting worse. @shingainyoka was in Chimanimani in Eastern Zimbabwe, one of the worst affected areas.",,,,,
AUDITV2_0264,hurricane_florence_2018,RT @1sportsfanatic: List Of Hurricane Florence Pet Friendly Shelters,,,,,
AUDITV2_0265,hurricane_maria_2017,RT @jbrownedianis: Help is needed. #PuertoRico,,,,,
AUDITV2_0266,hurricane_maria_2017,"Learn from our children. Slowly but surely Puerto Rico will be Back!!! Hurricane Maria Adios, now back to work!!!",,,,,
AUDITV2_0267,kerala_floods_2018,#KeralaFloods : Why #dams cannot control #devastating floods #HTAnalysis by,,,,,
AUDITV2_0268,hurricane_irma_2017,Water being dropped fighting the fire in the Arcata Community forest. Follow the Lumberjack for more information.,,,,,
AUDITV2_0269,kaikoura_earthquake_2016,RT @mattedwords: No good shouting warnings on twitter at 2am- New Zealand needs a comprehensive WORKING tsunami warning siren system #eqnz,,,,,
AUDITV2_0270,hurricane_florence_2018,Rivers Keep Rising and More Deaths Are Feared as #Florence Pushes Away,,,,,
AUDITV2_0271,kaikoura_earthquake_2016,#earthquake:NZ 7.1!! SHIT!!ὢE ὣ1!! PLEASE HELP THE PEOPLE LIVING OFF THE COAST!!,,,,,
AUDITV2_0272,california_wildfires_2018,"As the Camp Fire closed in, teachers, aides and bus drivers quickly loaded more than 100 school students into cars and school buses, driving hours through smoke and flames to safely reunite the children with their families.",,,,,
AUDITV2_0273,hurricane_irma_2017,The Inside Story of Marriotts High-Seas Rescue After Irma Stranded 620 Hotel Guests On St. Thomas,,,,,
AUDITV2_0274,california_wildfires_2018,Threat of Camp Fire lessens as death toll rises: 42 dead with more victims expected,,,,,
AUDITV2_0275,kerala_floods_2018,"@Cipla_Global @CiplaFoundation continue with their commitment to alleviating damage done by #KeralaFloods . Their second (substantial) donation from CSR funds are received by HQ Southern Naval Command in Kochi. Special thanks to Abhayan (Head, Legal) &amp; Anupam Mishra (Head,CSR)",,,,,
AUDITV2_0276,hurricane_harvey_2017,"Also praying for the 1,200 dead and 16 million displaced in Bangladesh, India and Nepal. A disaster almost completely unreported.",,,,,
AUDITV2_0277,hurricane_dorian_2019,Hurricane Dorian could be a monster storm by landfall. The whole state of #Florida is under a state of emergency. #HurricaneDorian2019,,,,,
AUDITV2_0278,hurricane_florence_2018,All Hurricane Florence Evacuation Orders State by State | The Weather Channel,,,,,
AUDITV2_0279,california_wildfires_2018,"@PeterHi32200905 Please dont help idiots like this spread nonsense. Any wildland firefighter, like me, will tell you that most wildland fires are extinguished by purposefully set backfires. Theres not enough water in California to put these fires out. You must burn the fuel in their path.",,,,,
AUDITV2_0280,hurricane_florence_2018,Calling out all hotel chains. For those evacuating #HurricaneFlorence should be allowed to bring their pets. Rules need to be bent in an emergency situation #animallivesmatter FEMA should make it a law.,,,,,
AUDITV2_0281,hurricane_florence_2018,"@TWCAlexWallace @weatherchannel My niece &amp; nephew-in-law lost everything from Florence. They live in Jacksonville, NC. If anyone can spare a few bucks to help that would be great. They are newly weds. Their car was parked outside of their apartment too. Sucks.",,,,,
AUDITV2_0282,cyclone_idai_2019,"The prophet in me tells me someone, somewhere is already stealing the #CycloneIdai donations. Vamwe vanhu denga avapinde sure. @mhlanga_micheal @mawarirechypo @keithmoyoZW @mafortyzw",,,,,
AUDITV2_0283,hurricane_maria_2017,"PUERTO RICO HURRICANE - No reports of deaths from Maria, Puerto Rico governor says",,,,,
AUDITV2_0284,hurricane_harvey_2017,#Houston wasnt the only city devastated by #Harvey. Use your energy to help us rather than spread toxicity.,,,,,
AUDITV2_0285,hurricane_irma_2017,2:30 AM: Irma will continue to track up the FL Peninsula with gradual weakening. The Wiregrass will see persistent rain &amp; breezy conditions.,,,,,
AUDITV2_0286,hurricane_maria_2017,We wanted to help: Pirates pull strings to send cargo plane to aid Puerto Rico relief effort  #PittsPirates,,,,,
AUDITV2_0287,hurricane_harvey_2017,"For reference, hurricane Katrina unloaded about 7 trillion gallons of water in New Orleans/L.A. Harvey has dropped 20 Trillion in Houston/TX",,,,,
AUDITV2_0288,kerala_floods_2018,#WeatherUpdate: Rough to very rough sea conditions are likely to prevail over central &amp; southwest Arabian Sea. Fishermen are advised not to venture into the sea over these areas. (2/2) @Indiametdept #PMModiWithKeralam #keralafloods,,,,,
AUDITV2_0289,hurricane_harvey_2017,"Whether you need help in the aftermath of Hurricane Harvey or want to offer your assistance to others in need,",,,,,
AUDITV2_0290,hurricane_harvey_2017,Our hearts go out to those affected by #HurricaneHarvey in Port Arthur/Beaumont as victims are still trapped in their homes. Help is needed.,,,,,
AUDITV2_0291,hurricane_dorian_2019,Fuck all this hurricane bullshit where the fuck are the food stamps at sweetieee ᾒ3὞3 #foodstamps #HurricaneDorian #hurricanequestions #memesespanol #explorepage,,,,,
AUDITV2_0292,hurricane_dorian_2019,Stay safe everyone. I hope damage is minimal,,,,,
AUDITV2_0293,hurricane_dorian_2019,"Hi Thunder Family, If you are still in need of hurricane supplies go check out Academy Sports+Outdoors on Colonial Dr. They have water, charcoal and other supplies you might need. Here are the latest updates on Hurricane Dorian 08/30/2019 1700",,,,,
AUDITV2_0294,hurricane_dorian_2019,"I lived through Andrew and have vivid memories of going outside during the eye and seeing the damage already done, and then going back out after the back end came through.",,,,,
AUDITV2_0295,cyclone_idai_2019,There is concern at the likelihood of diseases such as cholera and malaria spreading after #CycloneIdai. Please pray.,,,,,
AUDITV2_0296,cyclone_idai_2019,"I want books, pens, food and more tents for us to have a home. My mother was only given 1 tent but it’s not enough for all of us because my family consists of 2 boys, 2 girls and my mother.”- Farai, 12yrs #zimbabwe #CycloneIdai",,,,,
AUDITV2_0297,hurricane_irma_2017,Irma evacuees from Keys with special needs find shelter in room under FIU parking garage  @miamiherald @FIU,,,,,
AUDITV2_0298,hurricane_harvey_2017,JUST IN: Homes near Whites Creek are being evacuated right now. Water has risen 13ft in the last two hours #Harvey @nc5,,,,,
AUDITV2_0299,hurricane_florence_2018,RT:(@LissetteCBS4) RT @WeatherProf: Here’s the hit on @CBSThisMorning today  #climatechange #Florence @mmfa @ClimateCentral @ClimateComms @ColumbiaCS @earthinstitute #severeflooding #floods #nopower #nowater #doncasterisgreat #tweetmaster #AtSocialM,,,,,
AUDITV2_0300,hurricane_harvey_2017,"High prices = high demand vs the cost of supply in current market conditions, and the immediate need for additional supply or an alternative",,,,,
AUDITV2_0301,kaikoura_earthquake_2016,"If you live on low lying ground within 1km of the coast, evacuate #chch #newzealand #christchurch #tsunami #nz #earthquake #eqnz",,,,,
AUDITV2_0302,hurricane_harvey_2017,Hurricane Harvey has totally destroyed Houston and they really need our help! i am asking all my,,,,,
AUDITV2_0303,hurricane_harvey_2017,Texas Gov. Greg Abbott says flooding in Houston from #Harvey may be the worst the city has ever suffered.,,,,,
AUDITV2_0304,hurricane_harvey_2017,"#Harvey: Dozens dead, thousands homeless, millions suffering. Yet Trump brags about crowd size/fame, lies he saw destruction first-hand. 🤔",,,,,
AUDITV2_0305,hurricane_irma_2017,@realDonaldTrump The earthquake happened a week ago. If youre going to make excuses then at least come up with an accurate one.,,,,,
AUDITV2_0306,kaikoura_earthquake_2016,RT @avmontague: Were all ok - weve evacuated to a neighbours house up the hill after the tsunami siren went off in Eastbourne #eqnz,,,,,
AUDITV2_0307,canada_wildfires_2016,RT @AirbnbSuperhost: Our thoughts go out to everyone effected by the #FortMcMurray fire. #Airbnb hosts are offering free lodging,,,,,
AUDITV2_0308,kaikoura_earthquake_2016,"Please donate to our special earthquake appeal. Help your neighbours, friends &amp; fellow Kiwis  #eqnz",,,,,
AUDITV2_0309,cyclone_idai_2019,"Recommendations: (iv)Provide emergency access to healthcare for all those who are injured, in accordance with the constitutionally guaranteed right to access healthcare; #CycloneIdai",,,,,
AUDITV2_0310,hurricane_florence_2018,"ὉC What a hero. #savinglives #adoptdontshop If youre looking for a way to help the Carolinas, donate to this cause!",,,,,
AUDITV2_0311,kerala_floods_2018,Alert on Electrical Safety during Floods by the #HSE #ElectricalSafety Dept of #BPCL #KochiRefinery. #KeralaFloods #DoForKerala #StandWithKerala #RebuildKerala,,,,,
AUDITV2_0312,hurricane_harvey_2017,"RT @MichaelDelauzon: As of 10am ET 5 dead, 1000+ rescued. Emergency crews still unable to reach worst-hit areas. #Texas #HurricaneHarvey",,,,,
AUDITV2_0313,cyclone_idai_2019,"An estimated 900,000 children in Mozambique have been orphaned, separated from their families, made homeless, or otherwise affected by Cyclone Idai, officials say. Thats half of the 1.8 million people impacted overall.",,,,,
AUDITV2_0314,kaikoura_earthquake_2016,RT @guardianworld: Damage to room caused by New Zealand earthquake – video,,,,,
AUDITV2_0315,cyclone_idai_2019,Chamisa visit to #CycloneIdai hit areas a publicity stunt,,,,,
AUDITV2_0316,california_wildfires_2018,@KamalaHarris @realDonaldTrump Kamala does nt gv a crap about the fire victims! This was just a Photo-Op 4 her as she attempts to take over America! All these poor victims are 4 her are potential votes”! She shld B N their shoes &amp; C how horrible of a tragedy this is! TRUMP 2020,,,,,
AUDITV2_0317,kerala_floods_2018,This is a dangerous trend. Such partisan politics can invoke severe repercussions that can potentially plunge the whole country into chaos. #KeralaFloods How #Kerala damaged its reputation and national conversation around calamities with petulant behaviour,,,,,
AUDITV2_0318,california_wildfires_2018,"@SenKamalaHarris @RonWyden That is totally true, but we have a genuine housing crisis in #California and it is getting worse with every wildfire destroying entire communities at a time. Please do something to address our needs! Rent control cant help when the supply of housing literally cannot meet demand",,,,,
AUDITV2_0319,hurricane_maria_2017,"CNN reports Devastation from Hurricane Maria continues to cripple Puerto Rico, with fears a damaged dam on the isl",,,,,
AUDITV2_0320,hurricane_irma_2017,Mexico cancelled its aid to the US. Not sure they are buying the no signal line!,,,,,
AUDITV2_0321,hurricane_irma_2017,Introducing our new friends from the @WI_Guard to a little Miami Cuban food as they assist us with our #HurricaneIrma recovery efforts! 🍽,,,,,
AUDITV2_0322,hurricane_maria_2017,"RT @DeptofDefense: For more on #DoD and #FEMA #HurricaneMaria relief efforts, watch this account, and check out @FEMA on Twitter.",,,,,
AUDITV2_0323,hurricane_irma_2017,Victims of #HurricaneIrma Caribbean islands need your help.,,,,,
AUDITV2_0324,hurricane_harvey_2017,"A message from Vuong, who started SDAshirts ministryis in need of your help! Hurricane Harvey flooded many",,,,,
AUDITV2_0325,hurricane_florence_2018,"At 2:40 PM EDT, 1 WSW Cedar Point [Carteret Co, NC] EMERGENCY MNGR reports STORM SURGE. 300 CEDAR POINT BLVD IS UNDER WATER DUE TO SURGE FROM THE WHITE OAK RIVER.",,,,,
AUDITV2_0326,kaikoura_earthquake_2016,Its a good option for Raglan residents to find alternate accommodation or somewhere that has its own water supply #eqnz,,,,,
AUDITV2_0327,hurricane_irma_2017,Five dead at Florida nursing home as Hurricane Irma’s aftereffects pose new threats,,,,,
AUDITV2_0328,hurricane_dorian_2019,Forecast maps and Radar at  #wx #news #weather #storm #Hurricane #tropical #wind #warnings #watches #flood #Dorian #Flwx,,,,,
AUDITV2_0329,cyclone_idai_2019,Do we know how many displaced?,,,,,
AUDITV2_0330,hurricane_dorian_2019,"@thehill #HurricaneDorian is now Category 5. @SenRickScott @marcorubio: Repent while there is yet time. #OdessaShooting death toll increases to 7 but, hey, the 17-MONTH-old is in satisfactory condition: teeth knocked out and shrapnel in chest. @SenateGOP @HouseGOP @GOP @MomsDemand",,,,,
