review_priority,annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass,claude,gemini,grok,model_consensus_type,model_top_label,model_top_count,researcher_ambiguous,claude_ambiguous,gemini_ambiguous,grok_ambiguous,human_review_status,final_primary_label,review_action,review_notes
P2_3of4_models_disagree_with_HumAID,AUDITV2_0207,california_wildfires_2018,1061379533377601536,"Please stay tuned this next week! The nicest people ever whom I lived one ridge away from before moving to Humboldt, lost their home and studio to the Camp Fire” that destroyed Paradise,",other_relevant_information,sympathy_and_support,0.85,no,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,sympathy_and_support,3_of_4,infrastructure_and_utility_damage,3,yes,no,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0215,kaikoura_earthquake_2016,797879031827820544,OMG. There are some shitbags out there. Looting houses after people evacuate from earthquake. #eqnz @TV3nz @PaulHenryShow,displaced_people_and_evacuations,other_relevant_information,0.85,no,other_relevant_information,other_relevant_information,infrastructure_and_utility_damage,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0218,hurricane_dorian_2019,1167759377090129920,"@virtualgina @LewTurner Thank you. Were in a DO NOT EVACUATE area unless its Cat 3 or higher, coz no flood risk. (Keep roads and shelters clear for those who need them.) Were battened down and provisioned   for whenever #Dorian gets here. If it gets here.",displaced_people_and_evacuations,caution_and_advice,0.9,no,caution_and_advice,caution_and_advice,displaced_people_and_evacuations,caution_and_advice,3_of_4,caution_and_advice,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0232,cyclone_idai_2019,1106882604001906689,Its not time for blame game.Chimanimani people are in desperate need for help.lets join our hands #CycloneIdai,sympathy_and_support,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,requests_or_urgent_needs,sympathy_and_support,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0237,hurricane_maria_2017,912427282983215105,"Call your Senators, we must approve an aid package tonight! Not in 2/3 weeks, people are dying right now. We can stop that",injured_or_dead_people,requests_or_urgent_needs,0.9,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0238,california_wildfires_2018,1064541351033925632,"RT @BadassTeachersA: They drove through hell. Without these educators, the death toll would have been even higher. These communities htt",injured_or_dead_people,sympathy_and_support,0.8,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,rescue_volunteering_or_donation_effort,3_of_4,rescue_volunteering_or_donation_effort,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0240,kerala_floods_2018,1033580204550225920,"#Keralafloods | @arunjei goes looking for the stories he has grown up with in Vazhathope, his village in Idukki district that has borne the brunt of the floods, and finds a river at peace amidst the wreckage all around",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.8,yes,infrastructure_and_utility_damage,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,no,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0250,hurricane_irma_2017,909429611313770497,Thank you God for keeping me #Grounded and #Humble ὤFἿB During our last #Irma Evacuation I,displaced_people_and_evacuations,sympathy_and_support,0.8,no,sympathy_and_support,other_relevant_information,sympathy_and_support,sympathy_and_support,3_of_4,sympathy_and_support,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0252,hurricane_maria_2017,914677378579869697,RT @DominicaGirl: Hurricane Maria destroyed my country! Ppl have died and many are injured. The only hospital was damaged. Patients in need,infrastructure_and_utility_damage,injured_or_dead_people,0.9,no,requests_or_urgent_needs,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,3_of_4,injured_or_dead_people,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0259,hurricane_maria_2017,912179437809967104,The people devastated by #HurricaneMaria in Puerto Rico need your help. They are Americans too! Wtf is wrong with you?! #FakePresident,sympathy_and_support,sympathy_and_support,0.85,yes,requests_or_urgent_needs,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0279,california_wildfires_2018,1064794508485951489,"@PeterHi32200905 Please dont help idiots like this spread nonsense. Any wildland firefighter, like me, will tell you that most wildland fires are extinguished by purposefully set backfires. Theres not enough water in California to put these fires out. You must burn the fuel in their path.",caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0281,hurricane_florence_2018,1042062606746492934,"@TWCAlexWallace @weatherchannel My niece &amp; nephew-in-law lost everything from Florence. They live in Jacksonville, NC. If anyone can spare a few bucks to help that would be great. They are newly weds. Their car was parked outside of their apartment too. Sucks.",requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0282,cyclone_idai_2019,1108275778679115777,"The prophet in me tells me someone, somewhere is already stealing the #CycloneIdai donations. Vamwe vanhu denga avapinde sure. @mhlanga_micheal @mawarirechypo @keithmoyoZW @mafortyzw",not_humanitarian,not_humanitarian,0.9,yes,other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0290,hurricane_harvey_2017,902844622761799680,Our hearts go out to those affected by #HurricaneHarvey in Port Arthur/Beaumont as victims are still trapped in their homes. Help is needed.,sympathy_and_support,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,sympathy_and_support,3_of_4,requests_or_urgent_needs,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0295,cyclone_idai_2019,1116061917230116864,There is concern at the likelihood of diseases such as cholera and malaria spreading after #CycloneIdai. Please pray.,sympathy_and_support,sympathy_and_support,0.85,yes,caution_and_advice,caution_and_advice,sympathy_and_support,caution_and_advice,3_of_4,caution_and_advice,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0299,hurricane_florence_2018,1041220974522314752,RT:(@LissetteCBS4) RT @WeatherProf: Here’s the hit on @CBSThisMorning today  #climatechange #Florence @mmfa @ClimateCentral @ClimateComms @ColumbiaCS @earthinstitute #severeflooding #floods #nopower #nowater #doncasterisgreat #tweetmaster #AtSocialM,other_relevant_information,infrastructure_and_utility_damage,0.85,no,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,other_relevant_information,3_of_4,infrastructure_and_utility_damage,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0300,hurricane_harvey_2017,902857913076776960,"High prices = high demand vs the cost of supply in current market conditions, and the immediate need for additional supply or an alternative",requests_or_urgent_needs,not_humanitarian,0.95,no,other_relevant_information,other_relevant_information,not_humanitarian,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0307,canada_wildfires_2016,730146223735209984,RT @AirbnbSuperhost: Our thoughts go out to everyone effected by the #FortMcMurray fire. #Airbnb hosts are offering free lodging,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0309,cyclone_idai_2019,1109088331646816256,"Recommendations: (iv)Provide emergency access to healthcare for all those who are injured, in accordance with the constitutionally guaranteed right to access healthcare; #CycloneIdai",caution_and_advice,requests_or_urgent_needs,0.85,no,requests_or_urgent_needs,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0312,hurricane_harvey_2017,901805445899317248,"RT @MichaelDelauzon: As of 10am ET 5 dead, 1000+ rescued. Emergency crews still unable to reach worst-hit areas. #Texas #HurricaneHarvey",rescue_volunteering_or_donation_effort,injured_or_dead_people,0.9,no,rescue_volunteering_or_donation_effort,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,3_of_4,injured_or_dead_people,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0315,cyclone_idai_2019,1108272291736096768,Chamisa visit to #CycloneIdai hit areas a publicity stunt,not_humanitarian,not_humanitarian,0.85,yes,other_relevant_information,other_relevant_information,not_humanitarian,other_relevant_information,3_of_4,other_relevant_information,3,no,yes,no,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0317,kerala_floods_2018,1034055111608135680,This is a dangerous trend. Such partisan politics can invoke severe repercussions that can potentially plunge the whole country into chaos. #KeralaFloods How #Kerala damaged its reputation and national conversation around calamities with petulant behaviour,not_humanitarian,not_humanitarian,0.85,yes,other_relevant_information,other_relevant_information,not_humanitarian,other_relevant_information,3_of_4,other_relevant_information,3,no,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0330,hurricane_dorian_2019,1168213251902988288,"@thehill #HurricaneDorian is now Category 5. @SenRickScott @marcorubio: Repent while there is yet time. #OdessaShooting death toll increases to 7 but, hey, the 17-MONTH-old is in satisfactory condition: teeth knocked out and shrapnel in chest. @SenateGOP @HouseGOP @GOP @MomsDemand",injured_or_dead_people,injured_or_dead_people,0.9,yes,not_humanitarian,not_humanitarian,not_humanitarian,caution_and_advice,3_of_4,not_humanitarian,3,no,yes,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0332,hurricane_maria_2017,912375753685204998,Do you know what the Jones Act is and why it is preventing Puerto Ricans from obtaining the aid they need? Sign the petition to help!,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.85,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0334,kerala_floods_2018,1032626977730121728,Why none of National channels not showing any news about heavy rains causing destruction in Kodagu (Karnataka)? Why only Kerala? #KeralaFloods #KeralaFloodRelief @ShefVaidya @BJP4India @SwetaSinghAT,not_humanitarian,infrastructure_and_utility_damage,0.85,no,not_humanitarian,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0336,hurricane_florence_2018,1039920731059113984,#HurricaneFlorence SC UPDATE from @JailLawSpeak: Guards fleeing while prisoners will NOT be evacuated in South Carolina! Prisoners preparing for the storm by collecting drinkable water. Exact details from JLS in pic below.,other_relevant_information,displaced_people_and_evacuations,0.85,no,requests_or_urgent_needs,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,3_of_4,displaced_people_and_evacuations,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0343,cyclone_idai_2019,1106851195526762502,RT @VaKarikoga: Dozens missing and two confirmed dead in Manicaland. Lets spare a prayer for our friends who are affected by #cycloneidai,sympathy_and_support,injured_or_dead_people,0.9,no,sympathy_and_support,missing_or_found_people,missing_or_found_people,missing_or_found_people,3_of_4,missing_or_found_people,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0348,cyclone_idai_2019,1106838039152730114,@fearnotsinnot @kudzie_sharara @DavidColtart @InfoMinZW There is and its all under control. We pray no life be lost. The damage of property and crops we cant avoid. We pray for safety of the people. So far Mozambique and Malawi 122 people have died from the same cyclone.,infrastructure_and_utility_damage,injured_or_dead_people,0.9,no,sympathy_and_support,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,3_of_4,injured_or_dead_people,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0356,kerala_floods_2018,1032442298963902466,"RT @PNSINGH131312: In Kerala,RSS terrorists seen preparing bombs for flood affected people.",not_humanitarian,not_humanitarian,0.9,yes,other_relevant_information,other_relevant_information,other_relevant_information,not_humanitarian,3_of_4,other_relevant_information,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0360,kaikoura_earthquake_2016,797941433713848320,"@JamesonRolnik No water, sewage, phone, internet in Kaikoura. 2 people killed, NOT your family. Hope you hear from them soon #Kaikora #eqnz",injured_or_dead_people,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,infrastructure_and_utility_damage,injured_or_dead_people,infrastructure_and_utility_damage,3_of_4,infrastructure_and_utility_damage,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0361,canada_wildfires_2016,729796522712371200,@JustinTrudeau speaks on behalf of ailing Fort McMurrayians and declines foreign aid Worst guy.,not_humanitarian,not_humanitarian,0.85,yes,other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0363,kerala_floods_2018,1035299743726030849,"Assuring displaced people of timely relief, Smt. Ambani said, I salute the tireless efforts &amp; spirit of the people of Kerala. #RelianceFoundation is committed to support Kerala in this time of abject crisis.” #KeralaFloods #RFForKerala",displaced_people_and_evacuations,sympathy_and_support,0.8,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0369,hurricane_harvey_2017,902638943669235712,President Trump in Texas: #HurricaneHarvey a Storm of ‘Epic Proportion’ #TexasStrong #PrayForTexas,sympathy_and_support,sympathy_and_support,0.85,yes,other_relevant_information,other_relevant_information,sympathy_and_support,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0374,hurricane_maria_2017,912064835294199811,Disgustingly sad when a Nation screams for help that falls of deaf fucking ears since its not a protest or overpaid pansy asses kneeling,not_humanitarian,sympathy_and_support,0.8,no,requests_or_urgent_needs,requests_or_urgent_needs,not_humanitarian,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0383,hurricane_harvey_2017,902656800662716417,Harvey actually isnt Trumps first relief test - NC was denied 99% of requested funds for rebuilding after Matthew,not_humanitarian,other_relevant_information,0.85,no,other_relevant_information,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0384,hurricane_harvey_2017,903611742806257664,#ExxonKnew storms like #Harvey were coming. #MakeExxonPayForHarveys $190 Billion destruction not American taxpayers,not_humanitarian,not_humanitarian,0.95,yes,infrastructure_and_utility_damage,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0388,kaikoura_earthquake_2016,797929081752821760,"#NewZealand #earthquake update: Kaikoura and surrounds cut off, phones, power out across South Island and Wellington, two confirmed dead (1)",injured_or_dead_people,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,infrastructure_and_utility_damage,injured_or_dead_people,infrastructure_and_utility_damage,3_of_4,infrastructure_and_utility_damage,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0390,california_wildfires_2018,1063085347993780225,"@CBSNews Rebuild burnt down California with more water power, cell phone looking towers but they spray water in circles to cover drought dry areas to prevent fires spreading they could mount their solar panels on them also to power pumps and other power needs",requests_or_urgent_needs,infrastructure_and_utility_damage,0.8,no,caution_and_advice,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0394,kerala_floods_2018,1031285608054972417,"Hi! Everyone, I request you please dont forget to rescue poor #animals which stuck in floods of #Kerala ὤFὢ2 . . . . #SaveKerala #KeralaReliefFund",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.9,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0400,kaikoura_earthquake_2016,798833931084697601,RT @corinneambler: Some appreciative people out there #eqnz New Zealand Red Cross - Earthquake evacuees say Red Cross is wonderful,rescue_volunteering_or_donation_effort,sympathy_and_support,0.85,no,sympathy_and_support,rescue_volunteering_or_donation_effort,sympathy_and_support,sympathy_and_support,3_of_4,sympathy_and_support,3,yes,yes,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0406,hurricane_maria_2017,914138813550747648,"@CMaschera  Where do you even begin? I cant imagine the shock. Add to that no food or water, a nightmare.",other_relevant_information,sympathy_and_support,0.85,no,requests_or_urgent_needs,requests_or_urgent_needs,sympathy_and_support,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,yes,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0420,cyclone_idai_2019,1110600822239518722,"#Idai victims buried in mass grave in Sussundenga, at least 60 missing – #Mozambique  #CycloneIdai #CicloneIdai",missing_or_found_people,injured_or_dead_people,0.9,no,missing_or_found_people,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,3_of_4,injured_or_dead_people,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0439,hurricane_maria_2017,911558979037384705,@jeligon can you cover the damage done to my island of ἞9἟2 by hurricane Maria the whole island is devastated 47 dead and counting,infrastructure_and_utility_damage,injured_or_dead_people,0.95,no,injured_or_dead_people,injured_or_dead_people,infrastructure_and_utility_damage,injured_or_dead_people,3_of_4,injured_or_dead_people,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0453,hurricane_maria_2017,913824749662457856,Stay up-to-date with HurricaneMaria recovery efforts in PuertoRico.,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,yes,yes,no,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0458,california_wildfires_2018,1061315336581103616,Team Coverage of destructive Camp Fire consuming hundreds of structures and causing at least five deaths as smoke chokes Bay Area (11-9-2018),injured_or_dead_people,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,injured_or_dead_people,3_of_4,infrastructure_and_utility_damage,3,no,yes,yes,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0466,hurricane_harvey_2017,903045392132186113,"PPL POSTING EVAC SOS 4 PT ARTHUR, #USCG OPERATORS THEY NEED FOLLOWING INFO 2 HELP PLZ RT #PortArthur #Beaumont #Harvey #Orangetx #Houston",displaced_people_and_evacuations,requests_or_urgent_needs,0.95,no,requests_or_urgent_needs,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,no,no,yes,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0469,canada_wildfires_2016,730115607929053186,Alberta health officials focusing on mental health assistance in wake of Fort McMurray wildfire: The   #health,other_relevant_information,other_relevant_information,0.85,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,other_relevant_information,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0478,hurricane_florence_2018,1039900061981913088,I remember when our President used to be eloquent. Fucking hell we are dead people.,injured_or_dead_people,not_humanitarian,0.95,no,not_humanitarian,not_humanitarian,not_humanitarian,other_relevant_information,3_of_4,not_humanitarian,3,no,yes,no,no,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0485,hurricane_florence_2018,1039887087825244160,Sea level rise can certainly make the difference in whether or not hurricane waters surmount coastal dunes and come flooding into communities The timing of the surge with the tide is enormously important - we might dodge the bullet if Florence,caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,other_relevant_information,other_relevant_information,3_of_4,other_relevant_information,3,no,no,no,yes,pending,,,
P2_3of4_models_disagree_with_HumAID,AUDITV2_0493,hurricane_maria_2017,914447050544226304,"Hum, sleeping in shelters w/ family &amp; constituents is NOT doing really well its authentic leadership in times of crisis, 45 should try it",other_relevant_information,displaced_people_and_evacuations,0.85,no,displaced_people_and_evacuations,other_relevant_information,displaced_people_and_evacuations,displaced_people_and_evacuations,3_of_4,displaced_people_and_evacuations,3,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0001,kerala_floods_2018,1033385474130407424,"@RanaAyyub Undoubtedly, if true #Hinduism has survived, its in #Kerala - Gods Own Country. Where #Hindus openly welcomed #Muslims into their #Temples to offer their #Prayers, and Muslims gave #shelter to numerous #Hindu_families in their #Mosques during recent #floods in the State.",sympathy_and_support,displaced_people_and_evacuations,0.85,no,sympathy_and_support,displaced_people_and_evacuations,displaced_people_and_evacuations,other_relevant_information,2_1_1,displaced_people_and_evacuations,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0009,hurricane_florence_2018,1039879259815403522,The Hurricanes Hunter crews of @NOAA_HurrHunter and USAF @53rdWRS are true American heroes ἟A἟8. They fly into dangerous hurricanes to collect critical data that are used to help forecasters support emergency managers in making life-saving decisions in advance of landfall✈️ἰ0,other_relevant_information,other_relevant_information,0.85,yes,rescue_volunteering_or_donation_effort,other_relevant_information,sympathy_and_support,other_relevant_information,2_1_1,other_relevant_information,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0024,california_wildfires_2018,1065204001174626304,"#California citizens have been DEVASTATED with horrific fires for to long and has DISPLACED thousands and killed 100s ὤF ,,lets hope and pray this will end soon many are in DESPERATE need of assistance and support.. @ITALYFORRTRUMP ὤF Many AMERICANS are feeling your pain ἟A἟8⚘἟A἟8",sympathy_and_support,displaced_people_and_evacuations,0.8,no,displaced_people_and_evacuations,displaced_people_and_evacuations,sympathy_and_support,sympathy_and_support,2_2_tie,,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0025,cyclone_idai_2019,1110941846614745089,"almost shed tears, This thing of Zanufizing every thing must stop. it happened in 2008 in Bikita, people died of hunger now its the same story. If we continue in this path, more people will die. For how long shall we continue to b silenced by this murderous regimeὢ2ὢD",injured_or_dead_people,injured_or_dead_people,0.8,yes,injured_or_dead_people,other_relevant_information,injured_or_dead_people,other_relevant_information,2_2_tie,,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0038,california_wildfires_2018,1064228238598291457,RT @DailyCaller: Trump Promises ‘Safe Forests’ As He Surveys California Wildfire Damage,not_humanitarian,infrastructure_and_utility_damage,0.85,no,infrastructure_and_utility_damage,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,2_1_1,other_relevant_information,2,yes,yes,yes,no,pending,,,
P3_model_split,AUDITV2_0039,kaikoura_earthquake_2016,798382297472856065,What happen to the world today not giving Aid to new Zealand in need of at the time of earthquake need as the country need it,not_humanitarian,requests_or_urgent_needs,0.85,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,2_1_1,rescue_volunteering_or_donation_effort,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0048,cyclone_idai_2019,1109614484019130368,Where are the soldiers? This is a sick joke. The victims of the cyclone are are searching for their own dead with their bare hands. Every soldier in Manicaland should be in Chimanimani. The government is not taking this seriously. What a shame.,not_humanitarian,injured_or_dead_people,0.9,no,missing_or_found_people,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,injured_or_dead_people,2_1_1,rescue_volunteering_or_donation_effort,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0054,hurricane_harvey_2017,903649955344199681,Crew put up temporary dams to block water from going over I-10. @NBCDFW #Harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.9,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,infrastructure_and_utility_damage,2_2_tie,,2,yes,yes,no,no,pending,,,
P3_model_split,AUDITV2_0062,kerala_floods_2018,1032541413345357824,"Kerala asks Centre for Rs 2000 cr, Centre says no. Kerala asks Centre to declare #KeralaFloods a National Disaster, Centre says no. Kerala requests Centre to accept aid offer from UAE, Centre says no. The centre sure loves to say no to Kerala!",other_relevant_information,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,2_1_1,other_relevant_information,2,yes,yes,yes,no,pending,,,
P3_model_split,AUDITV2_0064,california_wildfires_2018,1066013351979958273,RT @_xTombStonex_: Please help us get the word out!! A RT would be enough to help us. Please please please!! @gst_global,requests_or_urgent_needs,requests_or_urgent_needs,0.8,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,not_humanitarian,rescue_volunteering_or_donation_effort,2_1_1,rescue_volunteering_or_donation_effort,2,yes,yes,yes,no,pending,,,
P3_model_split,AUDITV2_0070,kaikoura_earthquake_2016,798145494266458113,RT @geonet: Cant sleep? Wanna help us out? Fill out our Felt Detailed report for the M7.5 Kaikoura EQ #eqnz:,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,no,rescue_volunteering_or_donation_effort,other_relevant_information,rescue_volunteering_or_donation_effort,other_relevant_information,2_2_tie,,2,yes,yes,no,no,pending,,,
P3_model_split,AUDITV2_0078,california_wildfires_2018,1065466750446243840,"Death toll rises and more than 500 still missing, as rains douse California wildfire",missing_or_found_people,injured_or_dead_people,0.9,no,missing_or_found_people,missing_or_found_people,injured_or_dead_people,injured_or_dead_people,2_2_tie,,2,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0083,hurricane_maria_2017,912351377380331521,@realDonaldTrump @POTUS Please send help to our fellow US citizens suffering in Puerto Rico. You have the power to help! Youll be a hero!,requests_or_urgent_needs,requests_or_urgent_needs,0.9,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2_2_tie,,2,no,yes,yes,yes,pending,,,
