annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass_primary,researcher_first_pass_secondary,researcher_first_pass_confidence,researcher_first_pass_ambiguous,researcher_first_pass_reason,claude_primary,claude_secondary,claude_confidence,claude_ambiguous,claude_reason,gemini_primary,gemini_secondary,gemini_confidence,gemini_ambiguous,gemini_reason,grok_primary,grok_secondary,grok_confidence,grok_ambiguous,grok_reason
AUDITV2_0116,cyclone_idai_2019,1108682960180596736,"Aid workers widen search for Mozambique cyclone survivors, death",missing_or_found_people,rescue_volunteering_or_donation_effort,0.8,no,missing_or_found_people,rescue_volunteering_or_donation_effort,2,yes,Aid workers are searching for cyclone survivors; text also references deaths.,rescue_volunteering_or_donation_effort,missing_or_found_people,2,yes,Aid workers widen search operation for cyclone survivors.,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Reports aid workers widening search for cyclone survivors and casualties.,injured_or_dead_people,missing_or_found_people,2,yes,Aid workers widen search for survivors death toll implied.
AUDITV2_0117,hurricane_dorian_2019,1167655283910422528,"How is this possible, given the horrors we witnessed after Irma? Hundreds of Floridas nursing homes and elder care facilities still dont meet all of the requirements for emergency power plans under state law.",caution_and_advice,infrastructure_and_utility_damage,0.85,no,caution_and_advice,infrastructure_and_utility_damage,2,yes,Highlights deficient emergency-power preparedness at elder-care facilities.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Critiques nursing homes' lack of emergency power plan compliance.,infrastructure_and_utility_damage,caution_and_advice,2,yes,Reports nursing homes lacking required emergency backup power plans.,other_relevant_information,caution_and_advice,2,yes,Nursing homes still dont meet emergency power plan requirements after Irma.
AUDITV2_0118,hurricane_harvey_2017,901800895880548352,@realDonaldTrump Thank you Gen. John Kelly for running the #Harvey relief.,rescue_volunteering_or_donation_effort,sympathy_and_support,0.85,no,rescue_volunteering_or_donation_effort,,3,no,Refers to organized Harvey relief operations.,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Thanks an official for leading the hurricane relief effort.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Acknowledges and thanks official leadership for managing hurricane relief operations.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Thank you for running the Harvey relief.
AUDITV2_0119,canada_wildfires_2016,728700284952715264,#ymmfire #FortMacFire Alberta government has approved emergency funding for wildfire evacuees $1250 per adult and $500 per dependent.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,no,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Government provides emergency financial assistance to wildfire evacuees.,rescue_volunteering_or_donation_effort,,3,no,Reports concrete emergency funding approved for wildfire evacuees.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Announces government approval of emergency funding payments for wildfire evacuees.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,Government approved emergency funding for wildfire evacuees.
AUDITV2_0122,canada_wildfires_2016,728541962828124160,NS woman whose home was destroyed in ’08 wildfire says life gets better #RT,infrastructure_and_utility_damage,sympathy_and_support,0.8,no,infrastructure_and_utility_damage,sympathy_and_support,2,yes,References a home destroyed in a prior wildfire and a recovery message.,infrastructure_and_utility_damage,sympathy_and_support,2,yes,"Recounts a woman's home destroyed in a past wildfire, with a resilience message.",sympathy_and_support,other_relevant_information,2,yes,Shares encouraging message from past wildfire victim whose home was destroyed.,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Home was destroyed in 08 wildfire life gets better.
AUDITV2_0123,canada_wildfires_2016,735227764492509184,"RT @MBGovNews: For further general information on #Manitoba wildfires, go to  #mbfire",not_humanitarian,caution_and_advice,0.85,no,caution_and_advice,other_relevant_information,2,yes,Directs the public to official wildfire information.,other_relevant_information,,3,no,Points to a general information resource about ongoing wildfires.,other_relevant_information,caution_and_advice,3,no,Provides official portal link for general information on provincial wildfires.,other_relevant_information,,3,no,Link for further general information on Manitoba wildfires.
AUDITV2_0125,hurricane_florence_2018,1039498799964549120,RT CHellerTVNews: .LACOFD asking for all swift water response team members to report for possibly deployment out east. #HurricaneFlorence,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,no,rescue_volunteering_or_donation_effort,,3,no,Calls swift-water response personnel for possible Florence deployment.,rescue_volunteering_or_donation_effort,,3,no,Fire department calling up swift water rescue teams for deployment.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Calls for swift water rescue response team members to prepare for deployment.,rescue_volunteering_or_donation_effort,,3,no,Asking for all swift water response team members to report for deployment.
AUDITV2_0128,canada_wildfires_2016,735133794806571008,Positive thoughts f/homeowners in Fort McMurray as evacuees begin return in June and the rebuild starts!  #gpab #ymm,displaced_people_and_evacuations,sympathy_and_support,0.9,no,sympathy_and_support,displaced_people_and_evacuations,2,yes,Offers positive thoughts as evacuees prepare to return and rebuild.,displaced_people_and_evacuations,sympathy_and_support,2,yes,Notes evacuees beginning to return home as rebuilding starts.,sympathy_and_support,displaced_people_and_evacuations,2,yes,Offers positive thoughts for returning evacuees beginning rebuilding process.,sympathy_and_support,displaced_people_and_evacuations,2,yes,Positive thoughts for homeowners as evacuees begin return and rebuild.
AUDITV2_0129,hurricane_dorian_2019,1168211131250483202,Thank God it didn’t do as bad damage to my island this year as when Irma and Maria did. ὤFἿD #VISTRONG ἟B἞E,infrastructure_and_utility_damage,sympathy_and_support,0.85,no,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Expresses gratitude that the island suffered less damage this year.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Personal comparative relief that damage was less severe than prior storms.,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Expresses gratitude that island sustained less damage compared to previous storms.,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Thank God it didn’t do as bad damage to my island as Irma and Maria.
AUDITV2_0132,kerala_floods_2018,1032196064495816704,AP CM @ncbn Conducts Aerial Survey of Flood Hit Areas in East Godavari Watch Video:  #NtvTelugu #EastGodavari #Floods #CBN #TDP #AndhraPradesh #Ap,other_relevant_information,other_relevant_information,0.85,yes,not_humanitarian,,3,no,"Flood survey concerns Andhra Pradesh, not the Kerala-flood event.",other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Official conducts an aerial survey of flood-hit areas.,other_relevant_information,infrastructure_and_utility_damage,3,no,Reports state official conducting aerial survey of flood-affected regions.,other_relevant_information,,3,no,AP CM conducts aerial survey of flood hit areas.
AUDITV2_0134,canada_wildfires_2016,728579197862436864,"#Wildfires spark evacuation order, state of emergency near Fort St. John - British Columbia - CBC News  | #BCwildFire",displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,yes,displaced_people_and_evacuations,caution_and_advice,3,no,Reports an evacuation order and state of emergency due to wildfires.,caution_and_advice,displaced_people_and_evacuations,2,yes,Reports an evacuation order and state of emergency due to wildfires.,displaced_people_and_evacuations,caution_and_advice,2,yes,Reports official evacuation order and state of emergency due to wildfire.,displaced_people_and_evacuations,caution_and_advice,2,yes,Wildfires spark evacuation order state of emergency.
AUDITV2_0135,hurricane_dorian_2019,1168306286657601536,#HurricaneDorian #DAT NEED HELP EVACUATING?  @reddogsusie @leighjalland @msmorgan1968 @EMluvsPibbles @samjarvis49 @Rehflocke @ChaliceGarden @Barbi_Twins @goode_hurt @BadProductionz @MY_BORDERCOLLIE @indigosky42 @Kiwi_CGFX @BCWildfireWkly @jr3597,displaced_people_and_evacuations,requests_or_urgent_needs,0.95,no,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,Explicitly asks whether people need help evacuating before Dorian.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Reaches out offering evacuation assistance to tagged users.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Offers evacuation assistance and resources to individuals needing help.,requests_or_urgent_needs,displaced_people_and_evacuations,2,yes,Need help evacuating tagged people.
AUDITV2_0136,hurricane_florence_2018,1039909564165091330,TigerSwan is looking for self sufficient Risk Management Consultants to assist with Hurricane Florence on a short-term basis. #riskmanagement #operations #hurricane Check out the posting below!,requests_or_urgent_needs,not_humanitarian,0.95,no,rescue_volunteering_or_donation_effort,,3,no,Recruiting short-term personnel to assist Hurricane Florence operations.,rescue_volunteering_or_donation_effort,not_humanitarian,1,yes,Job posting recruiting consultants for hurricane response work.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Job posting seeking risk management consultants to assist hurricane operations.,rescue_volunteering_or_donation_effort,,3,no,Looking for consultants to assist with Hurricane Florence.
AUDITV2_0137,hurricane_florence_2018,1042008011026444290,"Hurricane Florence is a climate change triple threat -@MichaelEMann If we don’t act on CLIMATE CHANGE, the DESTRUCTION potential of slow-moving storms such as Harvey and Florence will only GET WORSE.",caution_and_advice,not_humanitarian,0.85,no,caution_and_advice,other_relevant_information,2,yes,Warns future storm destruction will worsen without climate action.,other_relevant_information,caution_and_advice,2,yes,General commentary linking storm intensity to climate change.,other_relevant_information,infrastructure_and_utility_damage,3,no,Discusses climate change impact on storm destructiveness and rainfall.,other_relevant_information,caution_and_advice,2,yes,Florence is climate change triple threat destruction potential will get worse.
AUDITV2_0138,kaikoura_earthquake_2016,798017873264283652,RT @Kiwiseabreeze: Save the #eqnz cows!,requests_or_urgent_needs,not_humanitarian,0.85,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Brief appeal to save animals affected by the earthquake.,rescue_volunteering_or_donation_effort,not_humanitarian,2,yes,Humorous but genuine call to help save animals after the quake.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Calls to save and assist cattle stranded after the earthquake.,rescue_volunteering_or_donation_effort,,3,no,Save the eqnz cows.
AUDITV2_0139,california_wildfires_2018,1062117198057984001,"a lot of sad events are happening right now, especially in my state of California. There are multiple ENORMOUS wildfires destroying homes and property that carry familys entire lives. You and I can help those in need here:  Please consider helping out♡",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,no,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Directly asks readers to help people whose homes/property were destroyed.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Describes destroyed homes and links to a way to help those in need.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Urges donations to assist wildfire victims who lost homes and property.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Sad events wildfires destroying homes you and I can help.
AUDITV2_0140,kerala_floods_2018,1031398683684884480,#Kerala #Flood 2018 #LIVE #Updates: Heavy #rain alert in some areas over 24 hours as focus shifts to restoration; 210 dead so far,caution_and_advice,injured_or_dead_people,0.9,no,injured_or_dead_people,caution_and_advice,2,yes,Live update reports 210 deaths and a heavy-rain alert.,injured_or_dead_people,caution_and_advice,1,yes,Reports 210 dead alongside a rain alert and restoration focus.,injured_or_dead_people,caution_and_advice,2,yes,News bulletin reporting heavy rain alerts and 210 confirmed fatalities.,injured_or_dead_people,caution_and_advice,2,yes,Heavy rain alert 210 dead so far focus shifts to restoration.
AUDITV2_0141,hurricane_florence_2018,1041214010358726663,"Firefighters came together to pray for a mother and baby killed during Hurricane Florence, which left a total of at least 11 people dead",injured_or_dead_people,sympathy_and_support,0.95,no,injured_or_dead_people,sympathy_and_support,3,no,"Reports mother, baby and broader Florence death toll amid prayer.",injured_or_dead_people,sympathy_and_support,2,yes,"Reports a mother and baby killed among 11 total deaths, with prayer.",sympathy_and_support,injured_or_dead_people,2,yes,Reports firefighters praying for mother and baby killed among 11 storm victims.,injured_or_dead_people,sympathy_and_support,2,yes,Firefighters pray for mother and baby killed total at least 11 dead.
AUDITV2_0142,canada_wildfires_2016,728619257907580929,#Canadian #grocers @LoblawsON @saveonfoods @sobeys &amp; @WalmartCanada providing support to those affected by #YMMFire,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,no,rescue_volunteering_or_donation_effort,,3,no,Grocers are providing support to wildfire-affected people.,rescue_volunteering_or_donation_effort,,3,no,Grocers providing support to those affected by the wildfire.,rescue_volunteering_or_donation_effort,,3,no,Reports grocery retailers providing corporate relief support to wildfire evacuees.,rescue_volunteering_or_donation_effort,,3,no,Grocers providing support to those affected by YMM fire.
AUDITV2_0144,hurricane_maria_2017,912412134876774400,The center of Hurricane #Maria is forecast to pass just west of a NOAA tsunami buoy sunrise Tues. Latest Pic:,not_humanitarian,caution_and_advice,0.85,no,other_relevant_information,caution_and_advice,2,yes,Forecast update tracks Maria near a tsunami buoy.,other_relevant_information,caution_and_advice,2,yes,Technical forecast note about the storm's track relative to a buoy.,other_relevant_information,caution_and_advice,3,no,Reports meteorological forecast and buoy tracking data for hurricane center.,other_relevant_information,,3,no,Center of Maria forecast to pass near NOAA tsunami buoy.
AUDITV2_0145,hurricane_harvey_2017,901705784593186816,FIVE TORNADO WARNINGS AT ONCE??? SCREW YOU #HurricaneHarvey ὢC,not_humanitarian,caution_and_advice,0.85,no,caution_and_advice,,3,no,Reports multiple simultaneous tornado warnings.,caution_and_advice,other_relevant_information,2,yes,Reports five simultaneous tornado warnings amid the hurricane.,caution_and_advice,other_relevant_information,2,yes,Expresses frustration about multiple simultaneous active tornado warnings.,caution_and_advice,,3,no,Five tornado warnings at once from Harvey.
AUDITV2_0146,cyclone_idai_2019,1110270731873603584,"Well, I suppose it’s rather tough to hold out a begging bowl for aid when you hop around the world and between Harare &amp; Bulawayo in supremely luxurious private jet. Ὀ5ἿC",not_humanitarian,not_humanitarian,0.95,yes,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political criticism centered on seeking disaster aid.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Criticizes a leader's hypocrisy in requesting aid while traveling luxuriously.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Criticizes political leadership for luxury jet travel while requesting disaster aid.,other_relevant_information,,3,no,Critique of leader using private jet while seeking aid.
AUDITV2_0148,hurricane_dorian_2019,1167511570777288711,"If you receive #SocialSecurity paper checks, #USPS will try to deliver checks in the affected hurricane areas early. Get up to date reports on service disruptions here:  #HurricaneDorian",caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,3,no,Provides practical guidance on benefit checks and postal disruptions.,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,2,yes,Notes mail service disruption and USPS's early-delivery response effort.,other_relevant_information,infrastructure_and_utility_damage,3,no,Advises public regarding early postal delivery of benefit checks in storm areas.,other_relevant_information,caution_and_advice,2,yes,USPS will try to deliver Social Security checks early in affected areas.
AUDITV2_0149,hurricane_florence_2018,1041992343228960768,From Evacuation to Devastation From Hurricane Florence:  via @YouTube,displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,yes,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Title explicitly connects evacuation with Florence devastation.,infrastructure_and_utility_damage,displaced_people_and_evacuations,1,yes,Video title referencing both evacuation and devastation from the storm.,other_relevant_information,displaced_people_and_evacuations,3,no,Shares video documentary covering hurricane evacuation and damage.,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,From evacuation to devastation from Florence.
AUDITV2_0151,cyclone_idai_2019,1116217152531513344,Lessons from floods in 2015 helped #Malawi residents and aid groups act quickly to prepare for #CycloneIdai:  #preparedness @newhumanitarian,other_relevant_information,other_relevant_information,0.85,yes,caution_and_advice,rescue_volunteering_or_donation_effort,2,yes,Preparedness lessons helped residents and aid groups act quickly before Idai.,caution_and_advice,other_relevant_information,2,yes,Describes preparedness lessons applied ahead of the cyclone.,other_relevant_information,rescue_volunteering_or_donation_effort,3,no,Discusses community disaster preparedness lessons applied to cyclone response.,other_relevant_information,caution_and_advice,2,yes,Lessons from prior floods helped residents and aid groups prepare quickly.
AUDITV2_0152,kerala_floods_2018,1036781348768411649,2nd IAG EMERGENCY CO-ORDINATION MEETING FOR IDUKKI IS SCHEDULED TODAY i.e. 4TH SEP 2018 | 3PM TO 5PM #KeralaFlood #RebuildKerala,other_relevant_information,other_relevant_information,0.85,yes,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Announces an emergency-coordination meeting for flood recovery.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Announces an emergency coordination meeting for flood response.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Announces emergency inter-agency coordination meeting for flood response.,rescue_volunteering_or_donation_effort,,3,no,Emergency co-ordination meeting scheduled for Idukki rebuild.
AUDITV2_0153,cyclone_idai_2019,1110412979605041153,"#MSF teams are continuing to walk &amp; crossing foot bridges in an outreach program to assess health needs in hard to reach areas like Ngorima clinic in Copper #Chimanimani where bridges, homes, shops &amp; police post were destroyed by #CYCLONEIDAI",requests_or_urgent_needs,infrastructure_and_utility_damage,0.9,no,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,MSF teams are assessing health needs in areas with destroyed infrastructure.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Aid group conducts outreach to assess needs where infrastructure was destroyed.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Describes medical teams conducting health outreach across destroyed bridges and shops.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,MSF teams assessing health needs in hard to reach areas after bridges homes destroyed.
AUDITV2_0155,hurricane_maria_2017,910567884719558656,Its going to take a lot more than thoughts and prayers to make this better,sympathy_and_support,sympathy_and_support,0.85,yes,other_relevant_information,sympathy_and_support,2,yes,Commentary argues prayer alone is insufficient without specifying an action.,other_relevant_information,requests_or_urgent_needs,2,yes,Comments that more than thoughts and prayers are needed to help.,sympathy_and_support,other_relevant_information,2,yes,States that disaster recovery requires concrete action beyond thoughts and prayers.,sympathy_and_support,other_relevant_information,2,yes,Its going to take a lot more than thoughts and prayers.
AUDITV2_0156,hurricane_harvey_2017,903411179808317440,#Houston Muslim group leader👉🏼mosques will shelter #Harvey victims through #EidAlAdha holiday. We will pray in the parking lot instead😢🇺🇸,sympathy_and_support,displaced_people_and_evacuations,0.9,no,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Mosques will shelter Harvey victims through the holiday.,displaced_people_and_evacuations,,3,no,Mosques will shelter hurricane victims through the holiday.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,Reports mosques offering shelter to flood victims during religious holiday.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,Mosques will shelter Harvey victims through holiday.
AUDITV2_0157,kerala_floods_2018,1032333702431432704,"How could I even think of making him PM? In the amidst of Kerala flood where people cannot be located whether dead or alive, this man is touring Europe.",not_humanitarian,injured_or_dead_people,0.7,no,missing_or_found_people,other_relevant_information,2,yes,Political criticism centers on flood victims who cannot be located dead or alive.,missing_or_found_people,other_relevant_information,2,yes,Notes people cannot be located dead or alive amid political criticism.,other_relevant_information,,3,no,Criticizes political leader for traveling abroad during fatal state floods.,missing_or_found_people,other_relevant_information,2,yes,People cannot be located whether dead or alive while leader tours Europe.
AUDITV2_0158,california_wildfires_2018,1065447627574009856,"Heavy rain is forecast in California beginning today, including in areas recently devastated by wildfires, making the risk of mudslides and flash flooding high. Make sure to heed all evacuation orders by local officials, and please stay safe.",displaced_people_and_evacuations,caution_and_advice,0.95,no,caution_and_advice,displaced_people_and_evacuations,3,no,Warns of mudslides/flash floods and tells people to heed evacuation orders.,caution_and_advice,,3,no,Advises heeding evacuation orders given high mudslide/flooding risk.,caution_and_advice,displaced_people_and_evacuations,3,no,Warns of flash flooding and mudslides while advising residents to heed evacuations.,caution_and_advice,displaced_people_and_evacuations,2,yes,Heavy rain forecast risk of mudslides make sure to heed all evacuation orders.
AUDITV2_0159,kerala_floods_2018,1032080655717257217,#Uttarkhand Floods 2013 - 5748 deaths Central Govt : CONGRESS Sanctions only 1000 Cr . ------------------------------- . #KeralaFloods 2018 - 357 Deaths Central Govt : BJP Sanctions 920 Cr + 2L for Death / 50K for Injured + Scheme Benefits + each states contribution.,injured_or_dead_people,other_relevant_information,0.8,no,other_relevant_information,injured_or_dead_people,2,yes,Political comparison of disaster funding and casualty counts.,other_relevant_information,injured_or_dead_people,1,yes,Political comparison of disaster death tolls and government funding amounts.,other_relevant_information,injured_or_dead_people,2,yes,Compares death tolls and government financial allocations between two disasters.,injured_or_dead_people,other_relevant_information,2,yes,Comparison of death tolls and government sanctions for floods.
AUDITV2_0160,california_wildfires_2018,1065274364621393920,"In other space news, heres a little exclusive on how Californias Office of Emergency Services turned to @planetlabs for satellite imagery to help fight the Camp and Woolsey Fires",other_relevant_information,other_relevant_information,0.8,yes,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Emergency services use satellite imagery to support wildfire response.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Describes satellite imagery technology used to help fight the wildfires.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Reports state emergency services using commercial satellite imagery for firefighting.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Office of Emergency Services used satellite imagery to help fight fires.
AUDITV2_0161,california_wildfires_2018,1064227071508000770,"Hey @PK514, I really miss you so much and its been awhile right after the wildfires in California, but I hope you and @Mr_Mikeyv are okay, right now!!! ὤ2",sympathy_and_support,missing_or_found_people,0.8,no,sympathy_and_support,,3,no,Personal message expressing concern and hope friends are safe after wildfires.,sympathy_and_support,,2,yes,Personal check-in expressing concern for someone after the wildfires.,sympathy_and_support,,3,no,Personal message checking in on friends' safety following California wildfires.,sympathy_and_support,,3,no,Hope friend is okay after the wildfires.
AUDITV2_0163,california_wildfires_2018,1061137756276080640,"Reminder that California’s wildfires are being fought with slave labor, and that the prison system exists for this purpose alone.",not_humanitarian,other_relevant_information,0.8,no,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Commentary about prison labor used to fight wildfires.,other_relevant_information,not_humanitarian,2,yes,Social commentary about prison labor used in firefighting.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Expresses political critique regarding use of inmate labor to fight wildfires.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Wildfires fought with prison labor critique.
AUDITV2_0164,hurricane_florence_2018,1039897635027660800,"Hurricane Floyd in 99 smacked North Carolinas hog industry: 21,500 swine were killed and 50 waste lagoons overflowed. Hurricane Florence is poised to be far worse.",injured_or_dead_people,other_relevant_information,0.85,no,caution_and_advice,injured_or_dead_people,2,yes,Uses past livestock deaths and lagoon failures to warn Florence could be worse.,infrastructure_and_utility_damage,other_relevant_information,2,yes,"Historical comparison of hog industry damage, forecasting worse from current storm.",infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Historical comparison of agricultural livestock fatalities and lagoon overflows.,injured_or_dead_people,other_relevant_information,2,yes,Historical hog deaths and waste lagoons from prior hurricane Florence poised worse.
AUDITV2_0165,kerala_floods_2018,1032498503849656321,"Basic health requirements are still in crisis in various parts of the region. Water is not potable even from the wells and cant be use for any purpose. #KeralaFloods To lend your support, please visit",sympathy_and_support,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,States health and potable-water needs remain critical and asks for support.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Describes an ongoing health/water crisis and links to a support option.,infrastructure_and_utility_damage,requests_or_urgent_needs,2,yes,Reports unpotable well water and health crisis while providing donation link.,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Basic health requirements in crisis water not potable.
AUDITV2_0167,hurricane_irma_2017,909065741776953346,"Miss America 2018 Is Dedicated To Hurricane Irma Victims, In A Heartwarming Show Of Support – Gears Of Biz",rescue_volunteering_or_donation_effort,sympathy_and_support,0.9,no,sympathy_and_support,,3,no,Describes a public show of support dedicated to Irma victims.,sympathy_and_support,not_humanitarian,2,yes,Entertainment dedication as a show of support to hurricane victims.,sympathy_and_support,,3,no,Reports beauty pageant dedicated to hurricane victims in show of support.,sympathy_and_support,,3,no,Miss America dedicated to Hurricane Irma victims show of support.
AUDITV2_0168,canada_wildfires_2016,730770897204879364,Cash or a house – a tough choice for wildfire victims @,not_humanitarian,not_humanitarian,0.85,yes,other_relevant_information,requests_or_urgent_needs,2,yes,Discusses compensation/housing choices faced by wildfire victims.,other_relevant_information,requests_or_urgent_needs,2,yes,Describes a difficult compensation choice facing wildfire victims.,other_relevant_information,displaced_people_and_evacuations,2,yes,Discusses financial versus rebuilding dilemmas faced by wildfire victims.,other_relevant_information,requests_or_urgent_needs,2,yes,Cash or a house tough choice for wildfire victims.
AUDITV2_0170,hurricane_dorian_2019,1167629152633139200,"After Irma deaths, 60% of nursing homes still don’t have 4 days of backup power for AC #HurricaneDorian #Dorianflorida",injured_or_dead_people,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,caution_and_advice,3,no,Highlights nursing homes lacking required backup power before Dorian.,infrastructure_and_utility_damage,other_relevant_information,2,yes,Reports nursing homes still lacking sufficient backup power capacity.,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports nursing homes lacking required backup power following past storm deaths.,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,After Irma deaths 60% of nursing homes still dont have backup power.
AUDITV2_0173,hurricane_irma_2017,905598280767348736,"As similar as paths appear to be, big difference should be lower rain totals in NC from faster moving storm. #Irma #matthew killed 22 in NC",caution_and_advice,injured_or_dead_people,0.8,no,other_relevant_information,injured_or_dead_people,2,yes,Compares storm paths/rainfall and cites Matthew's death toll.,injured_or_dead_people,other_relevant_information,2,yes,References a prior storm's death toll while comparing rainfall paths.,other_relevant_information,injured_or_dead_people,2,yes,Compares hurricane storm paths and rainfall to past storm that caused fatalities.,injured_or_dead_people,other_relevant_information,2,yes,Matthew killed 22 in NC comparison of paths.
AUDITV2_0174,kaikoura_earthquake_2016,797891469562392576,Swathes of coastal NZ has scary evacuation sirens blaring. But predicted 5m waves isnt the same as Japans 39m whopper in 2011.,caution_and_advice,displaced_people_and_evacuations,0.85,no,caution_and_advice,displaced_people_and_evacuations,2,yes,Evacuation sirens and predicted tsunami waves signal an active threat.,caution_and_advice,displaced_people_and_evacuations,2,yes,Describes active tsunami evacuation sirens and wave height predictions.,caution_and_advice,displaced_people_and_evacuations,2,yes,Describes active evacuation sirens and tsunami warnings along coastal areas.,caution_and_advice,displaced_people_and_evacuations,2,yes,Evacuation sirens blaring predicted waves.
AUDITV2_0175,hurricane_dorian_2019,1168331828085886976,"Im pretty bummed out. Hurricane Dorian is wiping out peoples homes in the Bahamas and leaving many dead. A climate crisis isnt the future, its the present. And nobody in power seems to give a damn or do anything about it.",sympathy_and_support,injured_or_dead_people,0.85,no,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports homes being destroyed and people left dead in the Bahamas.,infrastructure_and_utility_damage,injured_or_dead_people,1,yes,"Describes homes wiped out and many dead, tied to climate commentary.",sympathy_and_support,injured_or_dead_people,2,yes,Expresses grief over homes destroyed and lives lost in the Bahamas.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Dorian wiping out homes leaving many dead climate crisis.
AUDITV2_0176,cyclone_idai_2019,1113523322434850818,"Almost 5,000 children in Mozambique were separated from their parents by Cyclone Idai, says the UN. No one knows exactly how many people are missing yet. Thousands of people are still in camps waiting for floodwaters to recede and communication to be restored.",displaced_people_and_evacuations,missing_or_found_people,0.9,no,missing_or_found_people,displaced_people_and_evacuations,3,no,"Reports thousands of separated children, unknown missing counts and people in camps.",missing_or_found_people,displaced_people_and_evacuations,2,yes,Reports thousands of children separated from parents and people in camps.,missing_or_found_people,displaced_people_and_evacuations,2,yes,Reports thousands of separated children and missing people after the cyclone.,missing_or_found_people,displaced_people_and_evacuations,2,yes,Almost 5000 children separated no one knows how many missing.
